w,k,Output,Index,Symbol
ÿāÿþ,Ā,2563,5074,ÿāÿþĀ
Ā,Ù,256,5075,ĀÙ
Ù,ê,217,5076,Ùê
ê,Ī,234,5077,êĪ
Īŗ,ă,4199,5078,Īŗă
ăĂý,Ā,4201,5079,ăĂýĀ
Āþÿā,þ,3509,5080,Āþÿāþ
þþāÿ,ÿ,1512,5081,þþāÿÿ
ÿþÿĀÿ,Ā,625,5082,ÿþÿĀÿĀ
ĀþÿĀþ,ÿ,2366,5083,ĀþÿĀþÿ
ÿÿÿĀþÿÿ,ÿ,1543,5084,ÿÿÿĀþÿÿÿ
ÿÿĀþÿÿÿ,ÿ,4972,5085,ÿÿĀþÿÿÿÿ
ÿüĀ,ÿ,2445,5086,ÿüĀÿ
ÿ,î,255,5087,ÿî
î,,238,5088,î
,Ě,143,5089,Ě
Ě,ĩ,282,5090,Ěĩ
ĩ,ú,297,5091,ĩú
úþ,Ą,826,5092,úþĄ
Ąû,þ,2687,5093,Ąûþ
þĂ,ġ,1095,5094,þĂġ
ġ,Đ,289,5095,ġĐ
ĐĀ,ÿ,4261,5096,ĐĀÿ
ÿÿþÿ,ā,718,5097,ÿÿþÿā
āÿÿý,ì,995,5098,āÿÿýì
ì,Í,236,5099,ìÍ
Í,Ċ,205,5100,ÍĊ
Ċ,¾,266,5101,Ċ¾
¾,,190,5102,¾
,Ʀ,153,5103,Ʀ
Ʀ,Ī,422,5104,ƦĪ
Ī,þ,298,5105,Īþ
þý,Ĉ,701,5106,þýĈ
Ĉþ,ą,1497,5107,Ĉþą
ąĀĀ,ā,2340,5108,ąĀĀā
āĂā,Ā,4959,5109,āĂāĀ
ĀÿĀ,ā,603,5110,ĀÿĀā
āÿÿþ,þ,970,5111,āÿÿþþ
þþÿþý,ü,2998,5112,þþÿþýü
üĀû,ü,2648,5113,üĀûü
üþý,û,1851,5114,üþýû
ûù,Ą,804,5115,ûùĄ
Ą,Ü,260,5116,ĄÜ
Ü,R,220,5117,ÜR
R,ŏ,82,5118,Rŏ
ŏ,œ,335,5119,ŏœ
œ,ô,339,5120,œô
ô,Ī,244,5121,ôĪ
Ī,Ę,298,5122,ĪĘ
Ę,ÿ,280,5123,Ęÿ
ÿþÿÿĀþ,ÿ,2871,5124,ÿþÿÿĀþÿ
ÿÿÿ,ā,514,5125,ÿÿÿā
āþþ,ÿ,736,5126,āþþÿ
ÿĀþÿÿ,ï,4628,5127,ÿĀþÿÿï
ï,Ï,239,5128,ïÏ
Ï,Ñ,207,5129,ÏÑ
Ñ,Ō,209,5130,ÑŌ
Ō,ĕ,332,5131,Ōĕ
ĕ,Ā,277,5132,ĕĀ
Āą,Ą,3573,5133,ĀąĄ
Ąă,ă,1128,5134,Ąăă
ăĄĂ,þ,1244,5135,ăĄĂþ
þÿÿÿÿÿÿÿÿ,þ,588,5136,þÿÿÿÿÿÿÿÿþ
þÿÿÿ,ò,537,5137,þÿÿÿò
ò,,242,5138,ò
,÷,130,5139,÷
÷,č,247,5140,÷č
čüĄ,õ,3066,5141,čüĄõ
õ,ø,245,5142,õø
ø,ý,248,5143,øý
ýû,ć,803,5144,ýûć
ć,È,263,5145,ćÈ
È,Ò,200,5146,ÈÒ
Ò,Ʃ,210,5147,ÒƩ
Ʃ,ŉ,425,5148,Ʃŉ
ŉ,ā,329,5149,ŉā
āÿú,ú,3075,5150,āÿúú
úÿ,ó,1118,5151,úÿó
ó,ā,243,5152,óā
ā,÷,257,5153,ā÷
÷,ă,247,5154,÷ă
ă,¾,259,5155,ă¾
¾,ê,190,5156,¾ê
ê,ħ,234,5157,êħ
ħ,İ,295,5158,ħİ
İā,Ā,4391,5159,İāĀ
Āÿÿþÿÿ,Ā,2980,5160,ĀÿÿþÿÿĀ
ĀþÿĀþ,þ,2366,5161,ĀþÿĀþþ
þÿÿĀý,ÿ,728,5162,þÿÿĀýÿ
ÿĀÿ,å,552,5163,ÿĀÿå
å,é,229,5164,åé
é,ă,233,5165,éă
ăú,ă,948,5166,ăúă
ăý,Ă,1521,5167,ăýĂ
Ă,Ë,258,5168,ĂË
Ë,þ,203,5169,Ëþ
þ,ŧ,254,5170,þŧ
ŧ,Ċ,359,5171,ŧĊ
Ċ,þ,266,5172,Ċþ
þĂþ,ÿ,2147,5173,þĂþÿ
ÿÿþ,Ă,522,5174,ÿÿþĂ
Ăþþý,ā,4397,5175,Ăþþýā
āþÿ,ý,1016,5176,āþÿý
ýô,ê,4608,5177,ýôê
ê,º,234,5178,êº
º,ã,186,5179,ºã
ã,ý,227,5180,ãý
ýą,Ċ,2093,5181,ýąĊ
Ċ,ÿ,266,5182,Ċÿ
ÿýý,þ,823,5183,ÿýýþ
þüý,þ,2891,5184,þüýþ
þûþ,þ,2025,5185,þûþþ
þý,Ā,701,5186,þýĀ
Āþÿÿþ,ā,696,5187,Āþÿÿþā
āĂĂ,ą,3643,5188,āĂĂą
ą,ĉ,261,5189,ąĉ
ĉ,ċ,265,5190,ĉċ
ċć,ċ,1724,5191,ċćċ
ċā,ß,2612,5192,ċāß
ß,å,223,5193,ßå
å,Ĳ,229,5194,åĲ
Ĳ,ŏ,306,5195,Ĳŏ
ŏ,Ą,335,5196,ŏĄ
Ąāþ,Ā,2104,5197,ĄāþĀ
ĀÿþÿÿĀ,ÿ,2365,5198,ĀÿþÿÿĀÿ
ÿÿþÿÿÿĀ,ÿ,1925,5199,ÿÿþÿÿÿĀÿ
ÿĀþÿÿ,Ā,4628,5200,ÿĀþÿÿĀ
Āÿþÿÿ,þ,1836,5201,Āÿþÿÿþ
þĀÿÿÿ,Ā,679,5202,þĀÿÿÿĀ
Āþÿÿÿü,þ,3844,5203,Āþÿÿÿüþ
þý,§,701,5204,þý§
§,Ý,167,5205,§Ý
Ý,ĸ,221,5206,Ýĸ
ĸ,ă,312,5207,ĸă
ăă,û,3269,5208,ăăû
ûĄ,ü,1784,5209,ûĄü
üù,Ĝ,3400,5210,üùĜ
Ĝ,ę,284,5211,Ĝę
ęĂ,ü,3738,5212,ęĂü
üāā,þ,3606,5213,üāāþ
þýĀ,ÿ,5186,5214,þýĀÿ
ÿĀü,×,2299,5215,ÿĀü×
×,ç,215,5216,×ç
ç,Ă,231,5217,çĂ
Ă,~,258,5218,Ă~
~,Ľ,126,5219,~Ľ
Ľ,ŷ,317,5220,Ľŷ
ŷ,ó,375,5221,ŷó
óč,ø,5063,5222,óčø
ø,Ć,248,5223,øĆ
Ćăÿ,ą,4606,5224,Ćăÿą
ąĀĀÿ,Ă,2542,5225,ąĀĀÿĂ
Ăāÿ,Ā,842,5226,ĂāÿĀ
Āāÿÿ,ÿ,3483,5227,Āāÿÿÿ
ÿýþ,ÿ,1704,5228,ÿýþÿ
ÿýü,ÿ,1259,5229,ÿýüÿ
ÿû,þ,1960,5230,ÿûþ
þýÿ,ù,941,5231,þýÿù
ùÿ,ù,1288,5232,ùÿù
ùþ,ć,1121,5233,ùþć
ć,,263,5234,ć
,­,139,5235,­
­,ƌ,173,5236,­ƌ
ƌ,ø,396,5237,ƌø
ø,ĕ,248,5238,øĕ
ĕ,İ,277,5239,ĕİ
İ,ü,304,5240,İü
üāÿ,Ā,3594,5241,üāÿĀ
ĀþÿĀþÿ,ÿ,5083,5242,ĀþÿĀþÿÿ
ÿþĀÿþ,þ,3807,5243,ÿþĀÿþþ
þĀĀ,è,723,5244,þĀĀè
è,Ó,232,5245,èÓ
Ó,Ô,211,5246,ÓÔ
Ô,Ř,212,5247,ÔŘ
Ř,Ĉ,344,5248,ŘĈ
Ĉ,ă,264,5249,Ĉă
ăă,Ą,3269,5250,ăăĄ
Ą,Ą,260,5251,ĄĄ
ĄĄ,ă,5251,5252,ĄĄă
ăāþ,ÿ,2995,5253,ăāþÿ
ÿĀÿý,ÿ,3884,5254,ÿĀÿýÿ
ÿāþ,ÿ,2310,5255,ÿāþÿ
ÿÿþĀ,ý,582,5256,ÿÿþĀý
ýû,°,803,5257,ýû°
°,é,176,5258,°é
é,ċ,233,5259,éċ
ċ,Ċ,267,5260,ċĊ
Ċ,÷,266,5261,Ċ÷
÷÷,ò,4925,5262,÷÷ò
ò,è,242,5263,òè
è,ñ,232,5264,èñ
ñþ,Ā,899,5265,ñþĀ
Ā,±,256,5266,Ā±
±,ă,177,5267,±ă
ă,Ǒ,259,5268,ăǑ
Ǒ,č,465,5269,Ǒč
čÿ,ü,3518,5270,čÿü
üû,ù,1659,5271,üûù
ù,ú,249,5272,ùú
úĀ,õ,949,5273,úĀõ
õ,ÿ,245,5274,õÿ
ÿ,Ö,255,5275,ÿÖ
Ö,É,214,5276,ÖÉ
É,Ĵ,201,5277,ÉĴ
Ĵ,ĭ,308,5278,Ĵĭ
ĭ,Ă,301,5279,ĭĂ
Ăā,ý,760,5280,Ăāý
ýāþ,ÿ,1150,5281,ýāþÿ
ÿÿÿÿþĀ,ý,2981,5282,ÿÿÿÿþĀý
ýĀāý,ā,3857,5283,ýĀāýā
āþþÿ,Ā,5126,5284,āþþÿĀ
Āú,Ø,1117,5285,ĀúØ
Ø,ù,216,5286,Øù
ùą,þ,1049,5287,ùąþ
þýÿ,÷,941,5288,þýÿ÷
÷,¼,247,5289,÷¼
¼,ŋ,188,5290,¼ŋ
ŋ,ĺ,331,5291,ŋĺ
ĺ,ă,314,5292,ĺă
ăāþÿ,þ,5253,5293,ăāþÿþ
þĀĀü,ā,3371,5294,þĀĀüā
āýþ,÷,3242,5295,āýþ÷
÷â,Ó,1516,5296,÷âÓ
Ó,æ,211,5297,Óæ
æ,û,230,5298,æû
û,ċ,251,5299,ûċ
ċ,Ĉ,267,5300,ċĈ
Ĉ,ĉ,264,5301,Ĉĉ
ĉą,ù,5071,5302,ĉąù
ùĀ,ā,1466,5303,ùĀā
āþÿ,û,1016,5304,āþÿû
ûýý,þ,4284,5305,ûýýþ
þüý,ü,2891,5306,þüýü
üþû,ù,3206,5307,üþûù
ùü,ý,2893,5308,ùüý
ýú,ù,744,5309,ýúù
ùø,û,1758,5310,ùøû
ûÿÿ,Ā,2120,5311,ûÿÿĀ
Ā,ć,256,5312,Āć
ć,Đ,263,5313,ćĐ
Đ,ö,272,5314,Đö
ö,é,246,5315,öé
é,Ŋ,233,5316,éŊ
Ŋ,Ľ,330,5317,ŊĽ
Ľ,ÿ,317,5318,Ľÿ
ÿĂ,þ,4045,5319,ÿĂþ
þþĂ,ÿ,3243,5320,þþĂÿ
ÿýĀ,Ā,1488,5321,ÿýĀĀ
Āÿÿÿÿÿÿÿÿ,Ā,673,5322,ĀÿÿÿÿÿÿÿÿĀ
ĀþÿÿÿĀ,þ,2514,5323,ĀþÿÿÿĀþ
þÿþÿĀ,ÿ,3971,5324,þÿþÿĀÿ
ÿþĀÿÿÿ,ÿ,889,5325,ÿþĀÿÿÿÿ
ÿþÿü,Ø,890,5326,ÿþÿüØ
Ø,,216,5327,Ø
,Ĵ,158,5328,Ĵ
Ĵ,Ė,308,5329,ĴĖ
Ė,Ā,278,5330,ĖĀ
Āù,ă,1048,5331,Āùă
ăú,ć,948,5332,ăúć
ćĄ,Ĥ,1034,5333,ćĄĤ
Ĥ,ă,292,5334,Ĥă
ăāýā,ā,4543,5335,ăāýāā
āþý,ÿ,2086,5336,āþýÿ
ÿāþ,õ,2310,5337,ÿāþõ
õ,Ï,245,5338,õÏ
Ï,ü,207,5339,Ïü
ü,Ô,252,5340,üÔ
Ô,¢,212,5341,Ô¢
¢,Ƣ,162,5342,¢Ƣ
Ƣ,Đ,418,5343,ƢĐ
Đ,Ć,272,5344,ĐĆ
Ćö,ĉ,2197,5345,Ćöĉ
ĉą,þ,5071,5346,ĉąþ
þĄ,ÿ,953,5347,þĄÿ
ÿă,ā,2012,5348,ÿăā
āĀāā,ÿ,4614,5349,āĀāāÿ
ÿĀĀÿ,ÿ,1956,5350,ÿĀĀÿÿ
ÿÿþþÿ,ý,2385,5351,ÿÿþþÿý
ýýþ,þ,1236,5352,ýýþþ
þüû,Ā,1376,5353,þüûĀ
Āö,ý,4384,5354,Āöý
ýā,ø,846,5355,ýāø
øý,ó,5143,5356,øýó
ó,S,243,5357,óS
S,Ś,83,5358,SŚ
Ś,Į,346,5359,ŚĮ
ĮĂ,ĭ,3365,5360,ĮĂĭ
ĭč,þ,2145,5361,ĭčþ
þĀþÿĀ,ÿ,2264,5362,þĀþÿĀÿ
ÿþÿÿ,þ,573,5363,ÿþÿÿþ
þĀÿþÿ,Ā,2154,5364,þĀÿþÿĀ
Āþ,á,526,5365,Āþá
á,Õ,225,5366,áÕ
Õ,ã,213,5367,Õã
ã,ŕ,227,5368,ãŕ
ŕ,ā,341,5369,ŕā
āą,ă,1325,5370,āąă
ăĄĄ,Ą,4679,5371,ăĄĄĄ
Ąă,ÿ,1128,5372,Ąăÿ
ÿÿÿÿÿþÿ,Ā,562,5373,ÿÿÿÿÿþÿĀ
ĀÿĀÿ,ý,606,5374,ĀÿĀÿý
ýāý,ý,1052,5375,ýāýý
ý,Ñ,253,5376,ýÑ
Ñ,ñ,209,5377,Ññ
ñ,ď,241,5378,ñď
ďĄ,ù,3237,5379,ďĄù
ùú,ë,5272,5380,ùúë
ë,ì,235,5381,ëì
ì,ä,236,5382,ìä
äà,þ,1530,5383,äàþ
þ,ó,254,5384,þó
ó,ª,243,5385,óª
ª,Ů,170,5386,ªŮ
Ůƈ,þ,4921,5387,Ůƈþ
þýĀ,ö,5186,5388,þýĀö
öþ,ø,4287,5389,öþø
ø,ù,248,5390,øù
ù,ù,249,5391,ùù
ù,î,249,5392,ùî
î,°,238,5393,î°
°,Ķ,176,5394,°Ķ
Ķ,Ĭ,310,5395,ĶĬ
Ĭć,ÿ,3726,5396,Ĭćÿ
ÿÿþÿÿĀ,þ,3408,5397,ÿÿþÿÿĀþ
þÿþĀ,ý,1335,5398,þÿþĀý
ýĂ,ā,813,5399,ýĂā
āû,þ,1346,5400,āûþ
þĂþÿ,ÿ,5173,5401,þĂþÿÿ
ÿÿ,ë,513,5402,ÿÿë
ë,æ,235,5403,ëæ
æ,Ă,230,5404,æĂ
ĂøĂ,ā,2402,5405,ĂøĂā
āÿ,Ø,620,5406,āÿØ
Ø,æ,216,5407,Øæ
æ,ť,230,5408,æť
ť,ĕ,357,5409,ťĕ
ĕ,Ă,277,5410,ĕĂ
ĂĀÿ,þ,2308,5411,ĂĀÿþ
þÿý,ý,698,5412,þÿýý
ýü,ï,702,5413,ýüï
ïÔ,Ù,1862,5414,ïÔÙ
Ù,ù,217,5415,Ùù
ù,Ď,249,5416,ùĎ
Ď,ď,270,5417,Ďď
ďā,ü,4829,5418,ďāü
üþĂ,ú,3940,5419,üþĂú
úĄ,ā,1481,5420,úĄā
āă,ă,1243,5421,āăă
ăĂ,ÿ,820,5422,ăĂÿ
ÿýýþ,ú,5183,5423,ÿýýþú
úü,ý,1853,5424,úüý
ýāā,Ā,1255,5425,ýāāĀ
Āÿýþ,ÿ,4214,5426,Āÿýþÿ
ÿü,ú,879,5427,ÿüú
úöõ,ö,915,5428,úöõö
öð,û,1339,5429,öðû
ûû,ù,1662,5430,ûûù
ù,Œ,249,5431,ùŒ
Œ,Ķ,338,5432,ŒĶ
Ķ,ā,310,5433,Ķā
āĀĀþ,Ā,1602,5434,āĀĀþĀ
ĀĀĀÿ,ÿ,909,5435,ĀĀĀÿÿ
ÿþĀĀÿ,ÿ,1700,5436,ÿþĀĀÿÿ
ÿÿÿþĀÿ,þ,694,5437,ÿÿÿþĀÿþ
þÿÿÿÿÿþ,ÿ,1891,5438,þÿÿÿÿÿþÿ
ÿĀÿþ,ā,1187,5439,ÿĀÿþā
āþþ,Ā,736,5440,āþþĀ
ĀþĀ,ü,528,5441,ĀþĀü
üô,,3973,5442,üô
,ā,155,5443,ā
ā,Ī,257,5444,āĪ
Ī,Ą,298,5445,ĪĄ
Ąā,÷,815,5446,Ąā÷
÷ĄĀ,û,3557,5447,÷ĄĀû
û,Ģ,251,5448,ûĢ
Ģđ,Ă,1687,5449,ĢđĂ
Ăý,Ā,998,5450,ĂýĀ
ĀÿýĀ,þ,4415,5451,ĀÿýĀþ
þĀþþ,è,2872,5452,þĀþþè
è,Ð,232,5453,èÐ
Ð,č,208,5454,Ðč
č, ,269,5455,č 
 ,Ī,160,5456, Ī
Ī,Š,298,5457,ĪŠ
Š,ü,352,5458,Šü
üā,ă,1260,5459,üāă
ăĂā,Ą,3423,5460,ăĂāĄ
Ąă,Ă,1128,5461,ĄăĂ
Ăý,ą,998,5462,Ăýą
ąĀĀ,Ā,2340,5463,ąĀĀĀ
ĀĀÿÿ,þ,1305,5464,ĀĀÿÿþ
þĀÿÿþ,Ā,2209,5465,þĀÿÿþĀ
Āýþ,þ,1161,5466,Āýþþ
þþü,ù,757,5467,þþüù
ùþ,ý,1121,5468,ùþý
ýú,Ā,744,5469,ýúĀ
Āø,ú,3330,5470,Āøú
ú,ĉ,250,5471,úĉ
ĉ,,265,5472,ĉ
,Ã,156,5473,Ã
Ã,ŭ,195,5474,Ãŭ
ŭ,ð,365,5475,ŭð
ð,ģ,240,5476,ðģ
ģ,ġ,291,5477,ģġ
ġþ,ÿ,1999,5478,ġþÿ
ÿÿĀÿÿþ,ÿ,1397,5479,ÿÿĀÿÿþÿ
ÿþĀÿÿ,þ,854,5480,ÿþĀÿÿþ
þþāÿ,ß,1512,5481,þþāÿß
ß,Í,223,5482,ßÍ
Í,ù,205,5483,Íù
ù,Ŏ,249,5484,ùŎ
Ŏ,þ,334,5485,Ŏþ
þą,Ă,2391,5486,þąĂ
ĂĄ,Ą,814,5487,ĂĄĄ
ĄĄ,ā,5251,5488,ĄĄā
āĀÿÿÿ,þ,1796,5489,āĀÿÿÿþ
þÿÿĀĀþ,ÿ,2064,5490,þÿÿĀĀþÿ
ÿþĀü,Ā,2953,5491,ÿþĀüĀ
Āì,ô,4439,5492,Āìô
ô,ü,244,5493,ôü
üô,ā,3973,5494,üôā
ā,Ď,257,5495,āĎ
Ďý,ê,1149,5496,Ďýê
êß,ã,1629,5497,êßã
ã,Û,227,5498,ãÛ
Û,Ā,219,5499,ÛĀ
Ā,Ä,256,5500,ĀÄ
Ä,ß,196,5501,Äß
ß,ǉ,223,5502,ßǉ
ǉ,ģ,457,5503,ǉģ
ģ,ü,291,5504,ģü
üý,ø,1292,5505,üýø
øý,õ,5143,5506,øýõ
õÿ,ù,5274,5507,õÿù
ù,÷,249,5508,ù÷
÷¨,ĭ,1645,5509,÷¨ĭ
ĭ,į,301,5510,ĭį
į,Č,303,5511,įČ
Č,ý,268,5512,Čý
ýþĀÿ,ÿ,4782,5513,ýþĀÿÿ
ÿþĀþ,Ā,974,5514,ÿþĀþĀ
Āÿÿþ,ă,850,5515,Āÿÿþă
ăúü,ă,4247,5516,ăúüă
ăýĀ,þ,2887,5517,ăýĀþ
þĂþ,Þ,2147,5518,þĂþÞ
Þ,î,222,5519,Þî
î,ă,238,5520,îă
ăĂÿ,ý,5422,5521,ăĂÿý
ýĀ,¼,543,5522,ýĀ¼
¼,Ĵ,188,5523,¼Ĵ
Ĵ,Ń,308,5524,ĴŃ
Ń,ĉ,323,5525,Ńĉ
ĉ,ÿ,265,5526,ĉÿ
ÿÿÿ,ú,514,5527,ÿÿÿú
úý,ê,1385,5528,úýê
ê,Æ,234,5529,êÆ
Æ,ß,198,5530,Æß
ß,Ď,223,5531,ßĎ
Ďď,ą,5417,5532,Ďďą
ąÿ,û,1050,5533,ąÿû
ûĄ,ā,1784,5534,ûĄā
āć,Ĉ,832,5535,āćĈ
Ĉĉ,ć,5301,5536,Ĉĉć
ćĀ,Ā,1725,5537,ćĀĀ
Āāā,ý,3781,5538,Āāāý
ýýþ,ù,1236,5539,ýýþù
ùû,÷,1250,5540,ùû÷
÷,õ,247,5541,÷õ
õú,û,916,5542,õúû
ûÿ,ā,1460,5543,ûÿā
āþýÿ,ÿ,5336,5544,āþýÿÿ
ÿÿāþ,ý,3909,5545,ÿÿāþý
ýþ,ò,699,5546,ýþò
òñ,ê,1003,5547,òñê
ê,ċ,234,5548,êċ
ċ,ĥ,267,5549,ċĥ
ĥ,ĥ,293,5550,ĥĥ
ĥ,ġ,293,5551,ĥġ
ġĀ,ą,2730,5552,ġĀą
ąÿ,þ,1050,5553,ąÿþ
þāÿ,þ,1181,5554,þāÿþ
þÿĀþÿÿ,Ā,2313,5555,þÿĀþÿÿĀ
ĀÿĀÿÿÿ,þ,1077,5556,ĀÿĀÿÿÿþ
þÿÿĀþÿ,þ,635,5557,þÿÿĀþÿþ
þĀÿþ,ā,584,5558,þĀÿþā
āÿý,Ā,3510,5559,āÿýĀ
ĀþĀ,ú,528,5560,ĀþĀú
ú,É,250,5561,úÉ
É,²,201,5562,É²
²,ķ,178,5563,²ķ
ķ,Ď,311,5564,ķĎ
Ď,ü,270,5565,Ďü
üþ,ą,756,5566,üþą
ąý,û,2454,5567,ąýû
û,đ,251,5568,ûđ
đ,Ġ,273,5569,đĠ
Ġ,Ą,288,5570,ĠĄ
Ąû,Ā,2687,5571,ĄûĀ
ĀĂ,þ,1178,5572,ĀĂþ
þü,ă,1199,5573,þüă
ăÿü,ÿ,961,5574,ăÿüÿ
ÿÿ,Ñ,513,5575,ÿÿÑ
Ñ,ê,209,5576,Ñê
êù,¥,3610,5577,êù¥
¥,Ƅ,165,5578,¥Ƅ
Ƅ,ď,388,5579,Ƅď
ďā,Ă,4829,5580,ďāĂ
Ăă,ā,1804,5581,Ăăā
āĄă,þ,2530,5582,āĄăþ
þĄ,ā,953,5583,þĄā
āāĀ,ā,1444,5584,āāĀā
āÿÿÿþ,ÿ,1690,5585,āÿÿÿþÿ
ÿÿÿĀÿÿÿ,ý,641,5586,ÿÿÿĀÿÿÿý
ýþú,ā,2792,5587,ýþúā
āû,ù,1346,5588,āûù
ùā,ø,1345,5589,ùāø
øþû,ü,2501,5590,øþûü
üý,ô,1292,5591,üýô
ô,k,244,5592,ôk
k,Š,107,5593,kŠ
Š,ĉ,352,5594,Šĉ
ĉ,ď,265,5595,ĉď
ď,ĭ,271,5596,ďĭ
ĭ,Ā,301,5597,ĭĀ
Āāÿÿÿ,ÿ,5227,5598,Āāÿÿÿÿ
ÿþÿÿÿÿ,Ā,610,5599,ÿþÿÿÿÿĀ
Āþþ,ā,604,5600,Āþþā
āþ,ß,644,5601,āþß
ß,Æ,223,5602,ßÆ
Æ,Ċ,198,5603,ÆĊ
Ċ,ŉ,266,5604,Ċŉ
ŉ,ú,329,5605,ŉú
úĄ,Ą,1481,5606,úĄĄ
ĄĄă,ą,5252,5607,ĄĄăą
ąĀĀ,þ,2340,5608,ąĀĀþ
þā,ý,795,5609,þāý
ýÿĀ,þ,858,5610,ýÿĀþ
þĀĀþ,ÿ,2413,5611,þĀĀþÿ
ÿÿÿÿ,ü,515,5612,ÿÿÿÿü
üê,¤,1628,5613,üê¤
¤,«,164,5614,¤«
«å,Ă,2957,5615,«åĂ
Ă,Ĵ,258,5616,ĂĴ
Ĵ,ś,308,5617,Ĵś
ś,İ,347,5618,śİ
İ,î,304,5619,İî
îÞ,Ú,2907,5620,îÞÚ
ÚÜ,ô,3279,5621,ÚÜô
ô,¨,244,5622,ô¨
¨,ź,168,5623,¨ź
ź,Ż,378,5624,źŻ
Ż,ÿ,379,5625,Żÿ
ÿû,û,1960,5626,ÿûû
ûû,ø,1662,5627,ûûø
øü,ü,755,5628,øüü
üø,¥,1664,5629,üø¥
¥,ģ,165,5630,¥ģ
ģ,ĵ,291,5631,ģĵ
ĵ,Ď,309,5632,ĵĎ
Ď,û,270,5633,Ďû
ûā,þ,831,5634,ûāþ
þÿĀþ,Ā,596,5635,þÿĀþĀ
ĀþÿÿĂ,ù,1793,5636,ĀþÿÿĂù
ùă,þ,4240,5637,ùăþ
þþā,ý,735,5638,þþāý
ýĀþ,Ă,885,5639,ýĀþĂ
Ăü,ô,1866,5640,Ăüô
ô,à,244,5641,ôà
àý,Ā,3387,5642,àýĀ
ĀýĀ,Ă,2456,5643,ĀýĀĂ
Ă,Þ,258,5644,ĂÞ
ÞÚ,ũ,2007,5645,ÞÚũ
ũ,ė,361,5646,ũė
ėÿ,ÿ,1878,5647,ėÿÿ
ÿû,í,1960,5648,ÿûí
í,Ã,237,5649,íÃ
Ã,Ù,195,5650,ÃÙ
Ù,ė,217,5651,Ùė
ė,Ē,279,5652,ėĒ
Ē,ü,274,5653,Ēü
üăý,ā,1139,5654,üăýā
āĎ,č,5495,5655,āĎč
č,Ĉ,269,5656,čĈ
ĈĊ,û,1328,5657,ĈĊû
ûā,û,831,5658,ûāû
ûþ,ÿ,1655,5659,ûþÿ
ÿþÿþ,û,785,5660,ÿþÿþû
ûþü,þ,1663,5661,ûþüþ
þûù,ö,3848,5662,þûùö
ö,÷,246,5663,ö÷
÷ý,þ,2971,5664,÷ýþ
þāþ,þ,2774,5665,þāþþ
þþÿÿÿ,þ,2465,5666,þþÿÿÿþ
þý,Ą,701,5667,þýĄ
Ąý,Ā,1035,5668,ĄýĀ
Ā,ç,256,5669,Āç
ç,ê,231,5670,çê
ê,ó,234,5671,êó
ó,ĕ,243,5672,óĕ
ĕ,ĳ,277,5673,ĕĳ
ĳ,Ī,307,5674,ĳĪ
Ī,Č,298,5675,ĪČ
Čÿ,Ă,2705,5676,ČÿĂ
Ăāý,Ā,5280,5677,ĂāýĀ
Āā,ý,1152,5678,Āāý
ýÿÿÿĀ,ÿ,2977,5679,ýÿÿÿĀÿ
ÿĀÿÿÿþÿÿ,ÿ,2444,5680,ÿĀÿÿÿþÿÿÿ
ÿÿü,ă,2427,5681,ÿÿüă
ăýÿā,ý,3074,5682,ăýÿāý
ýÿĀý,ÿ,2863,5683,ýÿĀýÿ
ÿ,í,255,5684,ÿí
í,đ,4747,5685,íđ
đ,Ĩ,273,5686,đĨ
Ĩ,ý,296,5687,Ĩý
ýĂÿ,ü,1053,5688,ýĂÿü
üĂÿ,ħ,3591,5689,üĂÿħ
ħĈ,þ,4531,5690,ħĈþ
þĀÿþĀ,þ,4739,5691,þĀÿþĀþ
þÿĀþ,þ,596,5692,þÿĀþþ
þø,È,827,5693,þøÈ
È,Ā,200,5694,ÈĀ
Ā,Ô,256,5695,ĀÔ
Ô,ā,212,5696,Ôā
ā,ŝ,257,5697,āŝ
ŝ,û,349,5698,ŝû
ûĄ,Ā,1784,5699,ûĄĀ
ĀăĄ,Ă,4571,5700,ĀăĄĂ
ĂĀĂ,ă,3352,5701,ĂĀĂă
ăĂÿ,Ā,5422,5702,ăĂÿĀ
Āÿÿÿÿþÿ,ÿ,624,5703,Āÿÿÿÿþÿÿ
ÿÿĀþ,ý,548,5704,ÿÿĀþý
ýĂÿþ,ÿ,4923,5705,ýĂÿþÿ
ÿüû,ý,2347,5706,ÿüûý
ýýû,û,2533,5707,ýýûû
ûüü,ù,2525,5708,ûüüù
ùć,,3030,5709,ùć
ù,ı,4429,5710,ùı
ı,Ă,305,5711,ıĂ
Ă,ĭ,258,5712,Ăĭ
ĭ,ċ,301,5713,ĭċ
ċ,þ,267,5714,ċþ
þāþÿ,ÿ,4417,5715,þāþÿÿ
ÿĀÿýÿ,Ā,5254,5716,ÿĀÿýÿĀ
Āÿÿÿÿ,ý,581,5717,Āÿÿÿÿý
ý,Ü,253,5718,ýÜ
Ü,Â,220,5719,ÜÂ
Â,Ĩ,194,5720,ÂĨ
Ĩ,Ĳ,296,5721,ĨĲ
Ĳ,ý,306,5722,Ĳý
ýĄ,ą,2686,5723,ýĄą
ąĂ,ą,907,5724,ąĂą
ąă,Ā,3776,5725,ąăĀ
ĀĀÿÿþ,Ā,5464,5726,ĀĀÿÿþĀ
ĀÿÿĀþÿ,ÿ,2066,5727,ĀÿÿĀþÿÿ
ÿýā,þ,1879,5728,ÿýāþ
