w,k,Output,Index,Symbol
þĀ,1278,ýāÿÿÿÿ,2559,þĀý
ýāÿÿÿÿ,211,Ó,2560,ýāÿÿÿÿÓ
Ó,228,ä,2561,Óä
ä,295,ħ,2562,äħ
ħ,283,ě,2563,ħě
ě,1718,Āü,2564,ěĀ
Āü,1935,ûĈ,2565,Āüû
ûĈ,2104,û÷,2566,ûĈû
û÷,246,ö,2567,û÷ö
ö,817,Čć,2568,öČ
Čć,1779,ÿÿÿÿþĀ,2569,Čćÿ
ÿÿÿÿþĀ,541,ÿÿÿÿÿÿÿÿÿÿÿÿ,2570,ÿÿÿÿþĀÿ
ÿÿÿÿÿÿÿÿÿÿÿÿ,1594,ûăÿÿ,2571,ÿÿÿÿÿÿÿÿÿÿÿÿû
ûăÿÿ,1989,ÿÿþÿÿĀ,2572,ûăÿÿÿ
ÿÿþÿÿĀ,2185,ÿþÿÿÿ,2573,ÿÿþÿÿĀÿ
ÿþÿÿÿ,2319,ÿÿÿÿÿÿĀ,2574,ÿþÿÿÿÿ
ÿÿÿÿÿÿĀ,793,ÿÿÿÿÿÿÿÿÿÿÿÿý,2575,ÿÿÿÿÿÿĀÿ
ÿÿÿÿÿÿÿÿÿÿÿÿý,758,ýĂ,2576,ÿÿÿÿÿÿÿÿÿÿÿÿýý
ýĂ,531,Āÿÿ,2577,ýĂĀ
Āÿÿ,217,Ù,2578,ĀÿÿÙ
Ù,266,Ċ,2579,ÙĊ
Ċ,185,¹,2580,Ċ¹
¹,115,s,2581,¹s
s,275,ē,2582,sē
ē,397,ƍ,2583,ēƍ
ƍ,271,ď,2584,ƍď
ď,259,ă,2585,ďă
ă,260,Ą,2586,ăĄ
Ą,1999,ûĄ,2587,Ąû
ûĄ,1303,ćā,2588,ûĄć
ćā,258,Ă,2589,ćāĂ
Ă,2006,ăüĀ,2590,Ăă
ăüĀ,525,Āÿ,2591,ăüĀĀ
Āÿ,746,Ăÿÿþ,2592,ĀÿĂ
Ăÿÿþ,567,þýþ,2593,Ăÿÿþþ
þýþ,1221,úĀ,2594,þýþú
úĀ,244,ô,2595,úĀô
ô,597,üÿ,2596,ôü
üÿ,250,ú,2597,üÿú
ú,268,Č,2598,úČ
Č,178,²,2599,Č²
²,127,,2600,²
,294,Ħ,2601,Ħ
Ħ,416,Ơ,2602,ĦƠ
Ơ,283,ě,2603,Ơě
ě,247,÷,2604,ě÷
÷,285,ĝ,2605,÷ĝ
ĝ,1835,üĂÿÿÿÿÿ,2606,ĝü
üĂÿÿÿÿÿ,236,ì,2607,üĂÿÿÿÿÿì
ì,261,ą,2608,ìą
ą,1457,ĉĂ,2609,ąĉ
ĉĂ,903,üĂÿ,2610,ĉĂü
üĂÿ,249,ù,2611,üĂÿù
ù,214,Ö,2612,ùÖ
Ö,222,Þ,2613,ÖÞ
Þ,2265,Ļē,2614,ÞĻ
Ļē,515,ÿÿÿÿ,2615,Ļēÿ
ÿÿÿÿ,2012,úă,2616,ÿÿÿÿú
úă,669,Āÿÿÿÿÿÿþ,2617,úăĀ
Āÿÿÿÿÿÿþ,947,Āÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,2618,ĀÿÿÿÿÿÿþĀ
Āÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,176,°,2619,Āÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ°
°,287,ğ,2620,°ğ
ğ,295,ħ,2621,ğħ
ħ,2334,Ąú,2622,ħĄ
Ąú,244,ô,2623,Ąúô
ô,1817,đÿý,2624,ôđ
đÿý,1074,ûü,2625,đÿýû
ûü,1150,āă,2626,ûüā
āă,775,Āāþ,2627,āăĀ
Āāþ,1067,þýĀ,2628,Āāþþ
þýĀ,632,āĀÿ,2629,þýĀā
āĀÿ,799,þþĀ,2630,āĀÿþ
þþĀ,531,Āÿÿ,2631,þþĀĀ
Āÿÿ,1034,úÿ,2632,Āÿÿú
úÿ,975,ĂÿĀ,2633,úÿĂ
ĂÿĀ,1584,ýü,2634,ĂÿĀý
ýü,2094,ĂĀþ,2635,ýüĂ
ĂĀþ,596,þü,2636,ĂĀþþ
þü,2075,øÙ,2637,þüø
øÙ,239,ï,2638,øÙï
ï,293,ĥ,2639,ïĥ
ĥ,2522,ĝÿÿ,2640,ĥĝ
ĝÿÿ,2111,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþ,2641,ĝÿÿÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþ,1925,ÿĀÿþ,2642,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþÿ
ÿĀÿþ,821,ĀþĀ,2643,ÿĀÿþĀ
ĀþĀ,600,ÿÿü,2644,ĀþĀÿ
ÿÿü,188,¼,2645,ÿÿü¼
¼,254,þ,2646,¼þ
þ,1985,ĹČ,2647,þĹ
ĹČ,827,üü,2648,ĹČü
üü,529,āÿ,2649,üüā
āÿ,888,öý,2650,āÿö
öý,248,ø,2651,öýø
ø,1658,ĕÿ,2652,øĕ
ĕÿ,1729,ÿÿÿþĀÿÿþ,2653,ĕÿÿ
ÿÿÿþĀÿÿþ,237,í,2654,ÿÿÿþĀÿÿþí
í,1955,ðù,2655,íð
ðù,1005,ĀĀā,2656,ðùĀ
ĀĀā,728,Ąĉ,2657,ĀĀāĄ
Ąĉ,269,č,2658,Ąĉč
č,1124,Ćÿÿÿÿ,2659,čĆ
Ćÿÿÿÿ,720,þþ,2660,Ćÿÿÿÿþ
þþ,735,ÿÿÿĀÿ,2661,þþÿ
ÿÿÿĀÿ,1895,ÿÿÿþÿĀ,2662,ÿÿÿĀÿÿ
ÿÿÿþÿĀ,2662,ÿÿÿĀÿÿ,2663,ÿÿÿþÿĀÿ
ÿÿÿĀÿÿ,553,ÿÿÿÿÿÿÿÿÿÿÿÿÿ,2664,ÿÿÿĀÿÿÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿ,952,üĂÿÿ,2665,ÿÿÿÿÿÿÿÿÿÿÿÿÿü
üĂÿÿ,233,é,2666,üĂÿÿé
é,1769,ô÷,2667,éô
ô÷,101,e,2668,ô÷e
e,211,Ó,2669,eÓ
Ó,403,Ɠ,2670,ÓƓ
Ɠ,298,Ī,2671,ƓĪ
Ī,245,õ,2672,Īõ
õ,2257,ĂĆ,2673,õĂ
ĂĆ,561,āĀ,2674,ĂĆā
āĀ,260,Ą,2675,āĀĄ
Ą,1303,ćā,2676,Ąć
ćā,2592,ĀÿĂ,2677,ćāĀ
ĀÿĂ,2317,ÿāÿÿ,2678,ĀÿĂÿ
ÿāÿÿ,922,Āý,2679,ÿāÿÿĀ
Āý,535,ýÿ,2680,Āýý
ýÿ,546,þý,2681,ýÿþ
þý,1868,öú,2682,þýö
öú,1142,ûÿ,2683,öúû
ûÿ,2194,ûÿĆ,2684,ûÿû
ûÿĆ,142,,2685,ûÿĆ
,172,¬,2686,¬
¬,361,ũ,2687,¬ũ
ũ,365,ŭ,2688,ũŭ
ŭ,249,ù,2689,ŭù
ù,265,ĉ,2690,ùĉ
ĉ,1097,Ĕÿ,2691,ĉĔ
Ĕÿ,906,ýāÿþ,2692,Ĕÿý
ýāÿþ,525,Āÿ,2693,ýāÿþĀ
Āÿ,239,ï,2694,Āÿï
ï,841,āċ,2695,ïā
āċ,659,ÿþý,2696,āċÿ
ÿþý,1230,Āă,2697,ÿþýĀ
Āă,214,Ö,2698,ĀăÖ
Ö,205,Í,2699,ÖÍ
Í,317,Ľ,2700,ÍĽ
Ľ,1765,Ĝÿÿ,2701,ĽĜ
Ĝÿÿ,680,ÿÿÿÿÿÿÿÿÿþÿ,2702,Ĝÿÿÿ
ÿÿÿÿÿÿÿÿÿþÿ,2619,Āÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ°,2703,ÿÿÿÿÿÿÿÿÿþÿĀ
Āÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ°,294,Ħ,2704,Āÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ°Ħ
Ħ,293,ĥ,2705,Ħĥ
ĥ,1381,øĂ,2706,ĥø
øĂ,244,ô,2707,øĂô
ô,270,Ď,2708,ôĎ
Ď,2404,āÿþ,2709,Ďā
āÿþ,1334,üþā,2710,āÿþü
üþā,2021,āĀü,2711,üþāā
āĀü,666,āĀÿÿÿ,2712,āĀüā
āĀÿÿÿ,597,üÿ,2713,āĀÿÿÿü
üÿ,821,ĀþĀ,2714,üÿĀ
ĀþĀ,529,āÿ,2715,ĀþĀā
āÿ,1588,üþĂ,2716,āÿü
üþĂ,528,ýā,2717,üþĂý
ýā,2510,ýþā,2718,ýāý
ýþā,1185,ÿþÿ,2719,ýþāÿ
ÿþÿ,256,Ā,2720,ÿþÿĀ
Ā,229,å,2721,Āå
å,227,ã,2722,åã
ã,243,ó,2723,ãó
ó,308,Ĵ,2724,óĴ
Ĵ,1285,Ďÿÿ,2725,ĴĎ
Ďÿÿ,2298,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþ,2726,Ďÿÿÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþ,513,ÿÿ,2727,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþÿ
ÿÿ,1517,ùă,2728,ÿÿù
ùă,2205,Āāÿÿ,2729,ùăĀ
Āāÿÿ,544,þĀÿÿ,2730,Āāÿÿþ
þĀÿÿ,187,»,2731,þĀÿÿ»
»,258,Ă,2732,»Ă
Ă,311,ķ,2733,Ăķ
ķ,1541,Ĉý,2734,ķĈ
Ĉý,1054,ýÿýû,2735,Ĉýý
ýÿýû,243,ó,2736,ýÿýûó
ó,255,ÿ,2737,óÿ
ÿ,2653,ĕÿÿ,2738,ÿĕ
ĕÿÿ,1839,ÿÿÿÿÿü,2739,ĕÿÿÿ
ÿÿÿÿÿü,231,ç,2740,ÿÿÿÿÿüç
ç,2356,ûā,2741,çû
ûā,800,ĀĀ,2742,ûāĀ
ĀĀ,2356,ûā,2743,ĀĀû
ûā,2590,Ăă,2744,ûāĂ
Ăă,717,ùú,2745,Ăăù
ùú,1904,ÿď,2746,ùúÿ
ÿď,1772,Đÿÿ,2747,ÿďĐ
Đÿÿ,2096,ÿýý,2748,Đÿÿÿ
ÿýý,2042,ăÿÿÿý,2749,ÿýýă
ăÿÿÿý,582,þÿý,2750,ăÿÿÿýþ
þÿý,725,Ăā,2751,þÿýĂ
Ăā,572,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,2752,Ăāÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,2718,ýāý,2753,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿý
ýāý,641,āÿÿ,2754,ýāýā
āÿÿ,219,Û,2755,āÿÿÛ
Û,264,Ĉ,2756,ÛĈ
Ĉ,172,¬,2757,Ĉ¬
¬,124,|,2758,¬|
|,359,ŧ,2759,|ŧ
ŧ,345,ř,2760,ŧř
ř,1191,óā,2761,řó
óā,267,ċ,2762,óāċ
ċ,1518,ăā,2763,ċă
ăā,1082,āĄ,2764,ăāā
āĄ,724,ĂĂ,2765,āĄĂ
ĂĂ,539,ĂĀ,2766,ĂĂĂ
ĂĀ,800,ĀĀ,2767,ĂĀĀ
ĀĀ,1247,ĀÿÿĀ,2768,ĀĀĀ
ĀÿÿĀ,719,ýþþ,2769,ĀÿÿĀý
ýþþ,943,þû,2770,ýþþþ
þû,248,ø,2771,þûø
ø,718,úý,2772,øú
úý,1074,ûü,2773,úýû
ûü,1118,ýú,2774,ûüý
ýú,257,ā,2775,ýúā
ā,102,f,2776,āf
f,238,î,2777,fî
î,429,ƭ,2778,îƭ
ƭ,275,ē,2779,ƭē
ē,2161,øģ,2780,ēø
øģ,972,ÿÿÿý,2781,øģÿ
ÿÿÿý,546,þý,2782,ÿÿÿýþ
þý,824,Ąÿ,2783,þýĄ
Ąÿ,1607,ùõ,2784,Ąÿù
ùõ,259,ă,2785,ùõă
ă,1603,ċÿý,2786,ăċ
ċÿý,529,āÿ,2787,ċÿýā
āÿ,222,Þ,2788,āÿÞ
Þ,209,Ñ,2789,ÞÑ
Ñ,300,Ĭ,2790,ÑĬ
Ĭ,289,ġ,2791,Ĭġ
ġ,904,ÿÿÿÿÿÿþĀ,2792,ġÿ
ÿÿÿÿÿÿþĀ,1416,ÿþÿþ,2793,ÿÿÿÿÿÿþĀÿ
ÿþÿþ,2493,āÿÿÿÿÿÿ,2794,ÿþÿþā
āÿÿÿÿÿÿ,520,ÿÿÿÿÿÿÿÿÿ,2795,āÿÿÿÿÿÿÿ
ÿÿÿÿÿÿÿÿÿ,2180,íÅ,2796,ÿÿÿÿÿÿÿÿÿí
íÅ,301,ĭ,2797,íÅĭ
ĭ,275,ē,2798,ĭē
ē,1662,ăý,2799,ēă
ăý,1221,úĀ,2800,ăýú
úĀ,2311,ċÿÿÿ,2801,úĀċ
ċÿÿÿ,972,ÿÿÿý,2802,ċÿÿÿÿ
ÿÿÿý,2393,ÿāÿÿÿ,2803,ÿÿÿýÿ
ÿāÿÿÿ,1076,þþþ,2804,ÿāÿÿÿþ
þþþ,1335,āþĀ,2805,þþþā
āþĀ,2466,Āÿÿüþ,2806,āþĀĀ
Āÿÿüþ,258,Ă,2807,ĀÿÿüþĂ
Ă,1883,ùĄ,2808,Ăù
ùĄ,869,ûą,2809,ùĄû
ûą,543,þĀþ,2810,ûąþ
þĀþ,254,þ,2811,þĀþþ
þ,208,Ð,2812,þÐ
Ð,1874,ûò,2813,Ðû
ûò,321,Ł,2814,ûòŁ
Ł,948,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿü,2815,Łÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿü,258,Ă,2816,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿüĂ
Ă,785,üā,2817,Ăü
üā,1759,ýāĀÿ,2818,üāý
ýāĀÿ,1216,ÿû,2819,ýāĀÿÿ
ÿû,995,ăÿÿ,2820,ÿûă
ăÿÿ,181,µ,2821,ăÿÿµ
µ,272,Đ,2822,µĐ
Đ,312,ĸ,2823,Đĸ
ĸ,823,úĄ,2824,ĸú
úĄ,1035,ÿù,2825,úĄÿ
ÿù,261,ą,2826,ÿùą
ą,244,ô,2827,ąô
ô,241,ñ,2828,ôñ
ñ,272,Đ,2829,ñĐ
Đ,2350,ćÿÿÿ,2830,Đć
ćÿÿÿ,544,þĀÿÿ,2831,ćÿÿÿþ
þĀÿÿ,228,ä,2832,þĀÿÿä
ä,246,ö,2833,äö
ö,267,ċ,2834,öċ
ċ,1084,āāĀ,2835,ċā
āāĀ,244,ô,2836,āāĀô
ô,264,Ĉ,2837,ôĈ
Ĉ,597,üÿ,2838,Ĉü
üÿ,1414,ąā,2839,üÿą
ąā,253,ý,2840,ąāý
ý,249,ù,2841,ýù
ù,1868,öú,2842,ùö
öú,282,Ě,2843,öúĚ
Ě,1610,Ċÿ,2844,ĚĊ
Ċÿ,528,ýā,2845,Ċÿý
ýā,2825,úĄÿ,2846,ýāú
úĄÿ,2186,ÿÿýþ,2847,úĄÿÿ
ÿÿýþ,1453,ÿĀāÿ,2848,ÿÿýþÿ
ÿĀāÿ,593,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,2849,ÿĀāÿÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,226,â,2850,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿâ
â,778,üû,2851,âü
üû,93,],2852,üû]
],254,þ,2853,]þ
þ,405,ƕ,2854,þƕ
ƕ,1849,ü÷,2855,ƕü
ü÷,918,ĈĆ,2856,ü÷Ĉ
ĈĆ,768,ąĄ,2857,ĈĆą
ąĄ,1150,āă,2858,ąĄā
āă,723,āĂ,2859,āăā
āĂ,2269,ĂĀā,2860,āĂĂ
ĂĀā,2317,ÿāÿÿ,2861,ĂĀāÿ
ÿāÿÿ,706,þýÿþ,2862,ÿāÿÿþ
þýÿþ,1606,ýûù,2863,þýÿþý
ýûù,1587,ûûü,2864,ýûùû
ûûü,1154,úü,2865,ûûüú
úü,1547,ùā,2866,úüù
ùā,229,å,2867,ùāå
å,88,X,2868,åX
X,385,Ɓ,2869,XƁ
Ɓ,349,ŝ,2870,Ɓŝ
ŝ,236,ì,2871,ŝì
ì,291,ģ,2872,ìģ
ģ,1826,Ąþ,2873,ģĄ
Ąþ,525,Āÿ,2874,ĄþĀ
Āÿ,778,üû,2875,Āÿü
üû,1083,Ąā,2876,üûĄ
Ąā,534,ÿý,2877,Ąāÿ
ÿý,240,ð,2878,ÿýð
ð,2676,Ąć,2879,ðĄ
Ąć,1794,ăú,2880,Ąćă
ăú,824,Ąÿ,2881,ăúĄ
Ąÿ,229,å,2882,Ąÿå
å,200,È,2883,åÈ
È,296,Ĩ,2884,ÈĨ
Ĩ,295,ħ,2885,Ĩħ
ħ,2080,ÿÿÿÿÿýĀ,2886,ħÿ
ÿÿÿÿÿýĀ,2495,ÿÿÿÿĀÿÿÿÿÿ,2887,ÿÿÿÿÿýĀÿ
ÿÿÿÿĀÿÿÿÿÿ,521,ÿÿÿÿÿÿÿÿÿÿ,2888,ÿÿÿÿĀÿÿÿÿÿÿ
ÿÿÿÿÿÿÿÿÿÿ,226,â,2889,ÿÿÿÿÿÿÿÿÿÿâ
â,212,Ô,2890,âÔ
Ô,300,Ĭ,2891,ÔĬ
Ĭ,2585,ďă,2892,Ĭď
ďă,525,Āÿ,2893,ďăĀ
Āÿ,823,úĄ,2894,Āÿú
úĄ,1205,ąÿÿ,2895,úĄą
ąÿÿ,249,ù,2896,ąÿÿù
ù,1193,ýă,2897,ùý
ýă,619,āÿĀ,2898,ýăā
āÿĀ,1910,Āÿÿý,2899,āÿĀĀ
Āÿÿý,796,ÿþĀ,2900,Āÿÿýÿ
ÿþĀ,566,Āÿÿÿÿþ,2901,ÿþĀĀ
Āÿÿÿÿþ,2316,üþāÿ,2902,Āÿÿÿÿþü
üþāÿ,703,ĂĀÿ,2903,üþāÿĂ
ĂĀÿ,823,úĄ,2904,ĂĀÿú
úĄ,235,ë,2905,úĄë
ë,213,Õ,2906,ëÕ
Õ,254,þ,2907,Õþ
þ,271,ď,2908,þď
ď,302,Į,2909,ďĮ
Į,1943,þÿĀÿÿÿ,2910,Įþ
þÿĀÿÿÿ,672,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþ,2911,þÿĀÿÿÿÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþ,1389,Āú,2912,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþĀ
Āú,723,āĂ,2913,Āúā
āĂ,809,ÿÿÿû,2914,āĂÿ
ÿÿÿû,951,ăÿü,2915,ÿÿÿûă
ăÿü,182,¶,2916,ăÿü¶
¶,272,Đ,2917,¶Đ
Đ,307,ĳ,2918,Đĳ
ĳ,2590,Ăă,2919,ĳĂ
Ăă,1421,þø,2920,Ăăþ
þø,1918,Ą÷,2921,þøĄ
Ą÷,245,õ,2922,Ą÷õ
õ,274,Ē,2923,õĒ
Ē,2547,āÿþĀ,2924,Ēā
āÿþĀ,903,üĂÿ,2925,āÿþĀü
üĂÿ,248,ø,2926,üĂÿø
ø,234,ê,2927,øê
ê,1205,ąÿÿ,2928,êą
ąÿÿ,1481,āû,2929,ąÿÿā
āû,251,û,2930,āûû
û,239,ï,2931,ûï
ï,242,ò,2932,ïò
ò,1672,ĀĄ,2933,òĀ
ĀĄ,274,Ē,2934,ĀĄĒ
Ē,264,Ĉ,2935,ĒĈ
Ĉ,797,ĀāĀ,2936,ĈĀ
ĀāĀ,2826,ÿùą,2937,ĀāĀÿ
ÿùą,2306,Ēÿ,2938,ÿùąĒ
Ēÿ,684,ÿÿþý,2939,Ēÿÿ
ÿÿþý,1997,Ăÿÿü,2940,ÿÿþýĂ
Ăÿÿü,1487,ÿāĀÿ,2941,Ăÿÿüÿ
ÿāĀÿ,593,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,2942,ÿāĀÿÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,211,Ó,2943,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÓ
Ó,266,Ċ,2944,ÓĊ
Ċ,204,Ì,2945,ĊÌ
Ì,104,h,2946,Ìh
h,411,ƛ,2947,hƛ
ƛ,292,Ĥ,2948,ƛĤ
Ĥ,766,õý,2949,Ĥõ
õý,265,ĉ,2950,õýĉ
ĉ,2586,ăĄ,2951,ĉă
ăĄ,1378,ćĀ,2952,ăĄć
ćĀ,259,ă,2953,ćĀă
ă,2009,ăĀ,2954,ăă
ăĀ,1084,āāĀ,2955,ăĀā
āāĀ,925,ĀĂÿ,2956,āāĀĀ
ĀĂÿ,1489,þÿü,2957,ĀĂÿþ
þÿü,1750,Āýü,2958,þÿüĀ
Āýü,1153,üú,2959,Āýüü
üú,2897,ùý,2960,üúù
ùý,2104,û÷,2961,ùýû
û÷,1153,üú,2962,û÷ü
üú,251,û,2963,üúû
û,272,Đ,2964,ûĐ
Đ,152,,2965,Đ
,191,¿,2966,¿
¿,415,Ɵ,2967,¿Ɵ
Ɵ,267,ċ,2968,Ɵċ
ċ,268,Č,2969,ċČ
Č,1258,Ĕÿÿ,2970,ČĔ
Ĕÿÿ,1185,ÿþÿ,2971,Ĕÿÿÿ
ÿþÿ,897,ýĂÿ,2972,ÿþÿý
ýĂÿ,563,ÿþ,2973,ýĂÿÿ
ÿþ,233,é,2974,ÿþé
é,266,Ċ,2975,éĊ
Ċ,256,Ā,2976,ĊĀ
Ā,1610,Ċÿ,2977,ĀĊ
Ċÿ,513,ÿÿ,2978,Ċÿÿ
ÿÿ,225,á,2979,ÿÿá
á,202,Ê,2980,áÊ
Ê,293,ĥ,2981,Êĥ
ĥ,300,Ĭ,2982,ĥĬ
Ĭ,2523,ÿüĂ,2983,Ĭÿ
ÿüĂ,1324,ÿÿÿü,2984,ÿüĂÿ
ÿÿÿü,1019,ÿĂ,2985,ÿÿÿüÿ
ÿĂ,572,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,2986,ÿĂÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,215,×,2987,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ×
×,225,á,2988,×á
á,303,į,2989,áį
į,2951,ĉă,2990,įĉ
ĉă,722,āā,2991,ĉăā
āā,779,ûý,2992,āāû
ûý,1006,āþ,2993,ûýā
āþ,625,ýĀ,2994,āþý
ýĀ,2860,āĂĂ,2995,ýĀā
āĂĂ,2134,ÿÿāÿ,2996,āĂĂÿ
ÿÿāÿ,557,þýÿ,2997,ÿÿāÿþ
þýÿ,1143,ÿāþ,2998,þýÿÿ
ÿāþ,821,ĀþĀ,2999,ÿāþĀ
ĀþĀ,2681,ýÿþ,3000,ĀþĀý
ýÿþ,1101,ûăÿ,3001,ýÿþû
ûăÿ,962,ăþ,3002,ûăÿă
ăþ,1718,Āü,3003,ăþĀ
Āü,252,ü,3004,Āüü
ü,211,Ó,3005,üÓ
Ó,247,÷,3006,Ó÷
÷,232,è,3007,÷è
è,329,ŉ,3008,èŉ
ŉ,1886,Ćý,3009,ŉĆ
Ćý,2795,āÿÿÿÿÿÿÿ,3010,Ćýā
āÿÿÿÿÿÿÿ,652,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,3011,āÿÿÿÿÿÿÿÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,1396,úā,3012,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿú
úā,1536,Ăÿÿÿý,3013,úāĂ
Ăÿÿÿý,1238,āö,3014,Ăÿÿÿýā
āö,189,½,3015,āö½
½,2360,Ęı,3016,½Ę
Ęı,1221,úĀ,3017,Ęıú
úĀ,1718,Āü,3018,úĀĀ
Āü,258,Ă,3019,ĀüĂ
Ă,244,ô,3020,Ăô
ô,251,û,3021,ôû
û,1962,đÿÿ,3022,ûđ
đÿÿ,2379,ÿýü,3023,đÿÿÿ
ÿýü,2168,Ąÿí,3024,ÿýüĄ
Ąÿí,242,ò,3025,Ąÿíò
ò,1525,Ćþ,3026,òĆ
Ćþ,2808,Ăù,3027,ĆþĂ
Ăù,211,Ó,3028,ĂùÓ
Ó,197,Å,3029,ÓÅ
Å,209,Ñ,3030,ÅÑ
Ñ,226,â,3031,Ñâ
â,1141,ûû,3032,âû
ûû,260,Ą,3033,ûûĄ
Ą,279,ė,3034,Ąė
ė,294,Ħ,3035,ėĦ
Ħ,311,ķ,3036,Ħķ
ķ,305,ı,3037,ķı
ı,275,ē,3038,ıē
ē,2817,Ăü,3039,ēĂ
Ăü,1366,÷þ,3040,Ăü÷
÷þ,2068,ěÿ,3041,÷þě
ěÿ,1355,þĀÿÿÿÿÿ,3042,ěÿþ
þĀÿÿÿÿÿ,2911,þÿĀÿÿÿÿ,3043,þĀÿÿÿÿÿþ
þÿĀÿÿÿÿ,1944,ÿÿþÿÿÿ,3044,þÿĀÿÿÿÿÿ
ÿÿþÿÿÿ,2664,ÿÿÿĀÿÿÿ,3045,ÿÿþÿÿÿÿ
ÿÿÿĀÿÿÿ,1049,ÿþĀÿ,3046,ÿÿÿĀÿÿÿÿ
ÿþĀÿ,241,ñ,3047,ÿþĀÿñ
ñ,227,ã,3048,ñã
ã,265,ĉ,3049,ãĉ
ĉ,121,y,3050,ĉy
y,263,ć,3051,yć
ć,380,ż,3052,ćż
ż,2525,ìĆ,3053,żì
ìĆ,828,üĂ,3054,ìĆü
üĂ,2333,ĈĄ,3055,üĂĈ
ĈĄ,1951,Ćă,3056,ĈĄĆ
Ćă,724,ĂĂ,3057,ĆăĂ
ĂĂ,561,āĀ,3058,ĂĂā
āĀ,1518,ăā,3059,āĀă
ăā,1857,Āÿÿþÿ,3060,ăāĀ
Āÿÿþÿ,1076,þþþ,3061,Āÿÿþÿþ
þþþ,778,üû,3062,þþþü
üû,1154,úü,3063,üûú
úü,715,üù,3064,úüü
üù,781,øù,3065,üùø
øù,1154,úü,3066,øùú
úü,1231,ăü,3067,úüă
ăü,103,g,3068,ăüg
g,353,š,3069,gš
š,333,ō,3070,šō
ō,249,ù,3071,ōù
ù,287,ğ,3072,ùğ
ğ,1418,āÿÿÿÿ,3073,ğā
āÿÿÿÿ,1653,þĀþĀÿ,3074,āÿÿÿÿþ
þĀþĀÿ,255,ÿ,3075,þĀþĀÿÿ
ÿ,229,å,3076,ÿå
å,817,Čć,3077,åČ
Čć,260,Ą,3078,ČćĄ
Ą,1434,øĆ,3079,Ąø
