w,k,Output,Index,Symbol
ø,5659,ûþÿ,5782,øû
ûþÿ,2240,ÿÿþþ,5783,ûþÿÿ
ÿÿþþ,527,þÿĀ,5784,ÿÿþþþ
þÿĀ,1260,üā,5785,þÿĀü
üā,1288,ùÿ,5786,üāù
ùÿ,1590,ăþ,5787,ùÿă
ăþ,245,õ,5788,ăþõ
õ,1064,áí,5789,õá
áí,270,Ď,5790,áíĎ
Ď,311,ķ,5791,Ďķ
ķ,307,ĳ,5792,ķĳ
ĳ,266,Ċ,5793,ĳĊ
Ċ,1734,Āă,5794,ĊĀ
Āă,1080,ýāĀ,5795,Āăý
ýāĀ,5324,þÿþÿĀÿ,5796,ýāĀþ
þÿþÿĀÿ,5703,Āÿÿÿÿþÿÿ,5797,þÿþÿĀÿĀ
Āÿÿÿÿþÿÿ,877,ÿÿýā,5798,Āÿÿÿÿþÿÿÿ
ÿÿýā,4946,ÿÿþÿÿý,5799,ÿÿýāÿ
ÿÿþÿÿý,181,µ,5800,ÿÿþÿÿýµ
µ,203,Ë,5801,µË
Ë,1921,ĳČ,5802,Ëĳ
ĳČ,1960,ÿû,5803,ĳČÿ
ÿû,2806,Āāü,5804,ÿûĀ
Āāü,1284,ĕĜ,5805,Āāüĕ
ĕĜ,3825,āÿÿþÿ,5806,ĕĜā
āÿÿþÿ,1394,ÿþĀĀ,5807,āÿÿþÿÿ
ÿþĀĀ,699,ýþ,5808,ÿþĀĀý
ýþ,233,é,5809,ýþé
é,213,Õ,5810,éÕ
Õ,262,Ć,5811,ÕĆ
Ć,191,¿,5812,Ć¿
¿,337,ő,5813,¿ő
ő,3738,ęĂ,5814,őę
ęĂ,1325,āą,5815,ęĂā
āą,761,āĄ,5816,āąā
āĄ,3533,ĂĂā,5817,āĄĂ
ĂĂā,5226,ĂāÿĀ,5818,ĂĂāĂ
ĂāÿĀ,741,ÿÿÿÿþÿþ,5819,ĂāÿĀÿ
ÿÿÿÿþÿþ,4224,ĀĀÿÿÿÿ,5820,ÿÿÿÿþÿþĀ
ĀĀÿÿÿÿ,698,þÿý,5821,ĀĀÿÿÿÿþ
þÿý,3845,üýü,5822,þÿýü
üýü,1681,üú,5823,üýüü
üú,1681,üú,5824,üúü
üú,803,ýû,5825,üúý
ýû,226,â,5826,ýûâ
â,170,ª,5827,âª
ª,327,Ň,5828,ªŇ
Ň,247,÷,5829,Ň÷
÷,295,ħ,5830,÷ħ
ħ,5330,ĖĀ,5831,ħĖ
ĖĀ,2155,ÿĀþþ,5832,ĖĀÿ
ÿĀþþ,4415,ĀÿýĀ,5833,ÿĀþþĀ
ĀÿýĀ,4629,ÿĀþÿĀ,5834,ĀÿýĀÿ
ÿĀþÿĀ,253,ý,5835,ÿĀþÿĀý
ý,219,Û,5836,ýÛ
Û,193,Á,5837,ÛÁ
Á,3397,İĪ,5838,Áİ
İĪ,1734,Āă,5839,İĪĀ
Āă,3776,ąă,5840,Āăą
ąă,3992,ąĂā,5841,ąăą
ąĂā,5833,ÿĀþþĀ,5842,ąĂāÿ
ÿĀþþĀ,2371,ýāÿý,5843,ÿĀþþĀý
ýāÿý,1346,āû,5844,ýāÿýā
āû,4851,ăÿþþ,5845,āûă
ăÿþþ,82,R,5846,ăÿþþR
R,177,±,5847,R±
±,974,ÿþĀþ,5848,±ÿ
ÿþĀþ,1096,ĂĀ,5849,ÿþĀþĂ
ĂĀ,384,ƀ,5850,ĂĀƀ
ƀ,349,ŝ,5851,ƀŝ
ŝ,231,ç,5852,ŝç
ç,207,Ï,5853,çÏ
Ï,218,Ú,5854,ÏÚ
Ú,215,×,5855,Ú×
×,183,·,5856,×·
·,431,Ư,5857,·Ư
Ư,4170,Ňú,5858,ƯŇ
Ňú,1465,ýù,5859,Ňúý
ýù,1037,ýø,5860,ýùý
ýø,1466,ùĀ,5861,ýøù
ùĀ,175,¯,5862,ùĀ¯
¯,264,Ĉ,5863,¯Ĉ
Ĉ,316,ļ,5864,Ĉļ
ļ,2684,Ďā,5865,ļĎ
Ďā,2161,þþĀþ,5866,Ďāþ
þþĀþ,2671,ĀþĀþĀ,5867,þþĀþĀ
ĀþĀþĀ,705,ýÿÿ,5868,ĀþĀþĀý
ýÿÿ,4327,ĀÿÿþÿĀ,5869,ýÿÿĀ
ĀÿÿþÿĀ,595,þþ,5870,ĀÿÿþÿĀþ
þþ,259,ă,5871,þþă
ă,242,ò,5872,ăò
ò,226,â,5873,òâ
â,949,úĀ,5874,âú
úĀ,524,ÿþ,5875,úĀÿ
ÿþ,259,ă,5876,ÿþă
ă,224,à,5877,ăà
à,210,Ò,5878,àÒ
Ò,362,Ū,5879,ÒŪ
Ū,247,÷,5880,Ū÷
÷,180,´,5881,÷´
´,249,ù,5882,´ù
ù,290,Ģ,5883,ùĢ
Ģ,2689,ĉú,5884,Ģĉ
ĉú,258,Ă,5885,ĉúĂ
Ă,266,Ċ,5886,ĂĊ
Ċ,925,Ěč,5887,ĊĚ
Ěč,1319,Āýü,5888,ĚčĀ
Āýü,1236,ýýþ,5889,Āýüý
ýýþ,803,ýû,5890,ýýþý
ýû,1590,ăþ,5891,ýûă
ăþ,699,ýþ,5892,ăþý
ýþ,1426,üþü,5893,ýþü
üþü,1752,ýüü,5894,üþüý
ýüü,824,ýþû,5895,ýüüý
ýþû,2971,÷ý,5896,ýþû÷
÷ý,613,ÿþÿĀ,5897,÷ýÿ
ÿþÿĀ,1072,ýÿþ,5898,ÿþÿĀý
ýÿþ,3525,ÿĀû,5899,ýÿþÿ
ÿĀû,255,ÿ,5900,ÿĀûÿ
ÿ,272,Đ,5901,ÿĐ
Đ,261,ą,5902,Đą
ą,243,ó,5903,ąó
ó,251,û,5904,óû
û,240,ð,5905,ûð
ð,261,ą,5906,ðą
ą,239,ï,5907,ąï
ï,228,ä,5908,ïä
ä,239,ï,5909,äï
ï,276,Ĕ,5910,ïĔ
Ĕ,323,Ń,5911,ĔŃ
Ń,3050,īă,5912,Ńī
īă,712,ĀĀĀ,5913,īăĀ
ĀĀĀ,1080,ýāĀ,5914,ĀĀĀý
ýāĀ,3594,üāÿ,5915,ýāĀü
üāÿ,5200,ÿĀþÿÿĀ,5916,üāÿÿ
ÿĀþÿÿĀ,678,þÿÿþ,5917,ÿĀþÿÿĀþ
þÿÿþ,3617,Āÿþÿā,5918,þÿÿþĀ
Āÿþÿā,1199,þü,5919,Āÿþÿāþ
þü,238,î,5920,þüî
î,142,,5921,î
,2249,ĝħ,5922,ĝ
ĝħ,5230,ÿûþ,5923,ĝħÿ
ÿûþ,711,āĀ,5924,ÿûþā
āĀ,260,Ą,5925,āĀĄ
Ą,289,ġ,5926,Ąġ
ġ,4035,Ċý,5927,ġĊ
Ċý,998,Ăý,5928,ĊýĂ
Ăý,2628,þĀÿü,5929,Ăýþ
þĀÿü,788,āÿĀ,5930,þĀÿüā
āÿĀ,252,ü,5931,āÿĀü
ü,217,Ù,5932,üÙ
Ù,232,è,5933,Ùè
è,242,ò,5934,èò
ò,227,ã,5935,òã
ã,350,Ş,5936,ãŞ
Ş,891,üĂ,5937,Şü
üĂ,2530,āĄă,5938,üĂā
āĄă,3954,ăĂă,5939,āĄăă
ăĂă,4067,āĂÿ,5940,ăĂăā
āĂÿ,2723,ÿÿÿÿÿÿÿÿÿÿÿÿý,5941,āĂÿÿ
ÿÿÿÿÿÿÿÿÿÿÿÿý,634,ÿĀĀþ,5942,ÿÿÿÿÿÿÿÿÿÿÿÿýÿ
ÿĀĀþ,1704,ÿýþ,5943,ÿĀĀþÿ
ÿýþ,4482,úûû,5944,ÿýþú
úûû,1037,ýø,5945,úûûý
ýø,3330,Āø,5946,ýøĀ
Āø,258,Ă,5947,ĀøĂ
Ă,161,¡,5948,Ă¡
¡,287,ğ,5949,¡ğ
ğ,261,ą,5950,ğą
ą,4293,ěĤ,5951,ąě
ěĤ,1218,ÿþāþ,5952,ěĤÿ
ÿþāþ,716,ÿÿÿþÿ,5953,ÿþāþÿ
ÿÿÿþÿ,4318,ĀþÿÿĀþ,5954,ÿÿÿþÿĀ
ĀþÿÿĀþ,217,Ù,5955,ĀþÿÿĀþÙ
Ù,191,¿,5956,Ù¿
¿,317,Ľ,5957,¿Ľ
Ľ,286,Ğ,5958,ĽĞ
Ğ,2642,ąā,5959,Ğą
ąā,2041,ĆĂ,5960,ąāĆ
ĆĂ,5725,ąăĀ,5961,ĆĂą
ąăĀ,5833,ÿĀþþĀ,5962,ąăĀÿ
ÿĀþþĀ,2940,ÿú,5963,ÿĀþþĀÿ
ÿú,4038,ÿĄ,5964,ÿúÿ
ÿĄ,962,üă,5965,ÿĄü
üă,3359,úă,5966,üăú
úă,1199,þü,5967,úăþ
þü,39,\',5968,þü\'
\',222,Þ,5969,\'Þ
Þ,4163,āüÿ,5970,Þā
āüÿ,643,ÿÿā,5971,āüÿÿ
ÿÿā,265,ĉ,5972,ÿÿāĉ
ĉ,427,ƫ,5973,ĉƫ
ƫ,294,Ħ,5974,ƫĦ
Ħ,218,Ú,5975,ĦÚ
Ú,196,Ä,5976,ÚÄ
Ä,230,æ,5977,Äæ
æ,160, ,5978,æ 
 ,354,Ţ,5979, Ţ
Ţ,403,Ɠ,5980,ŢƓ
Ɠ,2864,ýûù,5981,Ɠý
ýûù,3400,üù,5982,ýûùü
üù,826,úþ,5983,üùú
úþ,184,¸,5984,úþ¸
¸,250,ú,5985,¸ú
ú,319,Ŀ,5986,úĿ
Ŀ,272,Đ,5987,ĿĐ
Đ,1398,þÿÿÿĀÿÿÿ,5988,Đþ
þÿÿÿĀÿÿÿ,886,þĀþÿÿ,5989,þÿÿÿĀÿÿÿþ
þĀþÿÿ,682,ĀÿþĀ,5990,þĀþÿÿĀ
ĀÿþĀ,2243,þþĀý,5991,ĀÿþĀþ
þþĀý,1939,ăû,5992,þþĀýă
ăû,233,é,5993,ăûé
é,233,é,5994,éé
é,4089,ĄþĀ,5995,éĄ
ĄþĀ,595,þþ,5996,ĄþĀþ
þþ,200,È,5997,þþÈ
È,976,ýö,5998,Èý
ýö,286,Ğ,5999,ýöĞ
Ğ,5330,ĖĀ,6000,ĞĖ
ĖĀ,2521,úč,6001,ĖĀú
úč,287,ğ,6002,účğ
ğ,270,Ď,6003,ğĎ
Ď,2827,þþüü,6004,Ďþ
þþüü,2627,ûþþ,6005,þþüüû
ûþþ,2140,þÿÿý,6006,ûþþþ
þÿÿý,2999,ýýýü,6007,þÿÿýý
ýýýü,1473,üüÿ,6008,ýýýüü
üüÿ,5424,úüý,6009,üüÿú
úüý,5776,Āüû,6010,úüýĀ
Āüû,2298,üĀÿ,6011,Āüûü
üĀÿ,2309,ÿÿýÿ,6012,üĀÿÿ
ÿÿýÿ,534,þÿÿ,6013,ÿÿýÿþ
þÿÿ,860,Ăû,6014,þÿÿĂ
Ăû,304,İ,6015,Ăûİ
İ,269,č,6016,İč
č,3749,ûø,6017,čû
ûø,235,ë,6018,ûøë
ë,234,ê,6019,ëê
ê,1340,ðû,6020,êð
ðû,1629,êß,6021,ðûê
êß,251,û,6022,êßû
û,306,Ĳ,6023,ûĲ
Ĳ,319,Ŀ,6024,ĲĿ
Ŀ,1830,ĕā,6025,Ŀĕ
ĕā,3770,ýāÿĀÿ,6026,ĕāý
ýāÿĀÿ,1214,ýĀĀÿ,6027,ýāÿĀÿý
ýĀĀÿ,657,Āþÿÿÿÿþ,6028,ýĀĀÿĀ
Āþÿÿÿÿþ,1104,Āÿþþ,6029,ĀþÿÿÿÿþĀ
Āÿþþ,685,āÿþ,6030,Āÿþþā
āÿþ,250,ú,6031,āÿþú
ú,185,¹,6032,ú¹
¹,200,È,6033,¹È
È,316,ļ,6034,Èļ
ļ,1573,Ąÿý,6035,ļĄ
Ąÿý,1096,ĂĀ,6036,ĄÿýĂ
ĂĀ,249,ù,6037,ĂĀù
ù,285,ĝ,6038,ùĝ
ĝ,3756,Ėü,6039,ĝĖ
Ėü,940,Ăþþ,6040,ĖüĂ
Ăþþ,822,ĀĀÿ,6041,ĂþþĀ
ĀĀÿ,875,ûă,6042,ĀĀÿû
ûă,525,þĀ,6043,ûăþ
þĀ,249,ù,6044,þĀù
ù,207,Ï,6045,ùÏ
Ï,250,ú,6046,Ïú
ú,210,Ò,6047,úÒ
Ò,303,į,6048,Òį
į,294,Ħ,6049,įĦ
Ħ,1725,ćĀ,6050,Ħć
ćĀ,3269,ăă,6051,ćĀă
ăă,4376,āĄăĂ,6052,ăăā
āĄăĂ,3579,āĀþĀ,6053,āĄăĂā
āĀþĀ,853,ÿÿÿÿÿÿÿÿÿÿÿÿÿþÿ,6054,āĀþĀÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿþÿ,660,ÿÿÿþ,6055,ÿÿÿÿÿÿÿÿÿÿÿÿÿþÿÿ
ÿÿÿþ,2231,ûúû,6056,ÿÿÿþû
ûúû,2739,ýúû,6057,ûúûý
ýúû,1591,þû,6058,ýúûþ
þû,211,Ó,6059,þûÓ
Ó,211,Ó,6060,ÓÓ
Ó,2916,ħć,6061,Óħ
ħć,302,Į,6062,ħćĮ
Į,3793,ăþā,6063,Įă
ăþā,2527,ýĀÿý,6064,ăþāý
ýĀÿý,5726,ĀĀÿÿþĀ,6065,ýĀÿýĀ
ĀĀÿÿþĀ,523,þÿ,6066,ĀĀÿÿþĀþ
þÿ,216,Ø,6067,þÿØ
Ø,188,¼,6068,Ø¼
¼,330,Ŋ,6069,¼Ŋ
Ŋ,276,Ĕ,6070,ŊĔ
Ĕ,5961,ĆĂą,6071,ĔĆ
ĆĂą,4679,ăĄĄ,6072,ĆĂąă
ăĄĄ,848,ÿÿĀþþ,6073,ăĄĄÿ
ÿÿĀþþ,1180,āþÿþ,6074,ÿÿĀþþā
āþÿþ,1182,ÿüă,6075,āþÿþÿ
ÿüă,2121,ÿþü,6076,ÿüăÿ
ÿþü,221,Ý,6077,ÿþüÝ
Ý,49,1,6078,Ý1
1,1860,÷ÿ,6079,1÷
÷ÿ,5610,ýÿĀþ,6080,÷ÿý
ýÿĀþ,1866,Ăü,6081,ýÿĀþĂ
Ăü,324,ń,6082,Ăüń
ń,410,ƚ,6083,ńƚ
ƚ,243,ó,6084,ƚó
ó,199,Ç,6085,óÇ
Ç,211,Ó,6086,ÇÓ
Ó,182,¶,6087,Ó¶
¶,262,Ć,6088,¶Ć
Ć,455,Ǉ,6089,ĆǇ
Ǉ,3115,Ćû,6090,ǇĆ
Ćû,755,øü,6091,Ćûø
øü,5272,ùú,6092,øüù
ùú,254,þ,6093,ùúþ
þ,192,À,6094,þÀ
À,238,î,6095,Àî
î,319,Ŀ,6096,îĿ
Ŀ,276,Ĕ,6097,ĿĔ
Ĕ,729,ýĀÿÿ,6098,Ĕý
ýĀÿÿ,2260,ĀÿþĀÿþ,6099,ýĀÿÿĀ
ĀÿþĀÿþ,1047,ýĀĀ,6100,ĀÿþĀÿþý
ýĀĀ,3055,þĀþĀÿ,6101,ýĀĀþ
þĀþĀÿ,886,þĀþÿÿ,6102,þĀþĀÿþ
þĀþÿÿ,247,÷,6103,þĀþÿÿ÷
÷,224,à,6104,÷à
à,1655,ûþ,6105,àû
ûþ,761,āĄ,6106,ûþā
āĄ,235,ë,6107,āĄë
ë,210,Ò,6108,ëÒ
Ò,255,ÿ,6109,Òÿ
ÿ,292,Ĥ,6110,ÿĤ
Ĥ,264,Ĉ,6111,ĤĈ
Ĉ,252,ü,6112,Ĉü
ü,268,Č,6113,üČ
Č,286,Ğ,6114,ČĞ
Ğ,3706,đā,6115,Ğđ
đā,3400,üù,6116,đāü
üù,5964,ÿúÿ,6117,üùÿ
ÿúÿ,1130,āý,6118,ÿúÿā
āý,861,ûü,6119,āýû
ûü,1178,ĀĂ,6120,ûüĀ
ĀĂ,1655,ûþ,6121,ĀĂû
ûþ,2534,ûýû,6122,ûþû
ûýû,1464,üýý,6123,ûýûü
üýý,1140,ýüý,6124,üýýý
ýüý,2121,ÿþü,6125,ýüýÿ
ÿþü,2669,ÿĀýÿ,6126,ÿþüÿ
ÿĀýÿ,2536,þĀýþ,6127,ÿĀýÿþ
þĀýþ,1783,ÿÿû,6128,þĀýþÿ
ÿÿû,254,þ,6129,ÿÿûþ
þ,285,ĝ,6130,þĝ
ĝ,290,Ģ,6131,ĝĢ
Ģ,2391,þą,6132,Ģþ
þą,1858,þú,6133,þąþ
þú,242,ò,6134,þúò
ò,224,à,6135,òà
à,237,í,6136,àí
í,238,î,6137,íî
î,224,à,6138,îà
à,235,ë,6139,àë
ë,286,Ğ,6140,ëĞ
Ğ,330,Ŋ,6141,ĞŊ
Ŋ,3868,ġĀĂ,6142,Ŋġ
ġĀĂ,2665,ÿþÿā,6143,ġĀĂÿ
ÿþÿā,858,ýÿĀ,6144,ÿþÿāý
ýÿĀ,604,Āþþ,6145,ýÿĀĀ
Āþþ,850,Āÿÿþ,6146,ĀþþĀ
Āÿÿþ,3242,āýþ,6147,Āÿÿþā
āýþ,3510,āÿý,6148,āýþā
āÿý,2955,ýë,6149,āÿýý
ýë,147,,6150,ýë
,292,Ĥ,6151,Ĥ
Ĥ,283,ě,6152,Ĥě
ě,3218,Ăú,6153,ěĂ
Ăú,5553,ąÿþ,6154,Ăúą
ąÿþ,258,Ă,6155,ąÿþĂ
Ă,293,ĥ,6156,Ăĥ
ĥ,3272,Ćú,6157,ĥĆ
Ćú,1785,Ąü,6158,ĆúĄ
Ąü,774,ÿĀĀĀ,6159,Ąüÿ
ÿĀĀĀ,2370,üĂý,6160,ÿĀĀĀü
üĂý,255,ÿ,6161,üĂýÿ
ÿ,244,ô,6162,ÿô
ô,202,Ê,6163,ôÊ
Ê,255,ÿ,6164,Êÿ
ÿ,211,Ó,6165,ÿÓ
Ó,343,ŗ,6166,Óŗ
ŗ,5249,Ĉă,6167,ŗĈ
Ĉă,255,ÿ,6168,Ĉăÿ
ÿ,840,ćĂ,6169,ÿć
ćĂ,3421,ĂĂă,6170,ćĂĂ
ĂĂă,5411,ĂĀÿþ,6171,ĂĂăĂ
ĂĀÿþ,4224,ĀĀÿÿÿÿ,6172,ĂĀÿþĀ
ĀĀÿÿÿÿ,1247,ÿÿþý,6173,ĀĀÿÿÿÿÿ
ÿÿþý,2996,þĀĂÿ,6174,ÿÿþýþ
þĀĂÿ,579,ÿþÿÿÿ,6175,þĀĂÿÿ
ÿþÿÿÿ,701,þý,6176,ÿþÿÿÿþ
þý,1253,úûý,6177,þýú
úûý,1343,üö,6178,úûýü
üö,5920,þüî,6179,üöþ
þüî,175,¯,6180,þüî¯
¯,303,į,6181,¯į
į,254,þ,6182,įþ
þ,305,ı,6183,þı
ı,5928,ĊýĂ,6184,ıĊ
ĊýĂ,2472,üāþ,6185,ĊýĂü
üāþ,2565,þĀÿĀ,6186,üāþþ
þĀÿĀ,594,þÿÿĀþ,6187,þĀÿĀþ
þÿÿĀþ,215,×,6188,þÿÿĀþ×
×,187,»,6189,×»
»,337,ő,6190,»ő
ő,271,ď,6191,őď
ď,817,Ćă,6192,ďĆ
Ćă,1128,Ąă,6193,ĆăĄ
Ąă,5251,ĄĄ,6194,ĄăĄ
ĄĄ,2981,ÿÿÿÿþĀ,6195,ĄĄÿ
ÿÿÿÿþĀ,525,þĀ,6196,ÿÿÿÿþĀþ
þĀ,875,ûă,6197,þĀû
ûă,681,ÿÿÿþĀ,6198,ûăÿ
ÿÿÿþĀ,129,,6199,ÿÿÿþĀ
,130,,6200,
,3439,üĀþ,6201,ü
üĀþ,1836,Āÿþÿÿ,6202,üĀþĀ
Āÿþÿÿ,266,Ċ,6203,ĀÿþÿÿĊ
Ċ,418,Ƣ,6204,ĊƢ
Ƣ,299,ī,6205,Ƣī
ī,222,Þ,6206,īÞ
Þ,194,Â,6207,ÞÂ
Â,199,Ç,6208,ÂÇ
Ç,195,Ã,6209,ÇÃ
Ã,467,Ǔ,6210,ÃǓ
Ǔ,288,Ġ,6211,ǓĠ
Ġ,5272,ùú,6212,Ġù
ùú,5983,üùú,6213,ùúü
üùú,254,þ,6214,üùúþ
þ,198,Æ,6215,þÆ
Æ,228,ä,6216,Æä
ä,323,Ń,6217,äŃ
Ń,275,ē,6218,Ńē
ē,5362,þĀþÿĀÿ,6219,ēþ
þĀþÿĀÿ,572,þÿÿÿÿÿÿ,6220,þĀþÿĀÿþ
þÿÿÿÿÿÿ,778,ĀþÿĀÿ,6221,þÿÿÿÿÿÿĀ
ĀþÿĀÿ,5554,þāÿþ,6222,ĀþÿĀÿþ
þāÿþ,654,ýÿ,6223,þāÿþý
ýÿ,228,ä,6224,ýÿä
ä,1124,íă,6225,äí
íă,259,ă,6226,íăă
ă,227,ã,6227,ăã
ã,215,×,6228,ã×
×,269,č,6229,×č
č,2133,Ģý,6230,čĢ
Ģý,262,Ć,6231,ĢýĆ
Ć,289,ġ,6232,Ćġ
ġ,5132,ĕĀ,6233,ġĕ
ĕĀ,542,ÿý,6234,ĕĀÿ
ÿý,3149,÷Ą,6235,ÿý÷
÷Ą,246,ö,6236,÷Ąö
ö,860,Ăû,6237,öĂ
Ăû,1902,üÿþ,6238,Ăûü
üÿþ,1704,ÿýþ,6239,üÿþÿ
ÿýþ,1851,üþý,6240,ÿýþü
üþý,1557,üýû,6241,üþýü
üýû,1754,üýýþ,6242,üýûü
üýýþ,885,ýĀþ,6243,üýýþý
ýĀþ,1213,þÿĀý,6244,ýĀþþ
þÿĀý,785,ÿþÿþ,6245,þÿĀýÿ
ÿþÿþ,2953,ÿþĀü,6246,ÿþÿþÿ
ÿþĀü,1763,āù,6247,ÿþĀüā
āù,266,Ċ,6248,āùĊ
Ċ,297,ĩ,6249,Ċĩ
ĩ,817,Ćă,6250,ĩĆ
Ćă,1432,āýÿ,6251,Ćăā
āýÿ,244,ô,6252,āýÿô
ô,223,ß,6253,ôß
ß,225,á,6254,ßá
á,223,ß,6255,áß
ß,230,æ,6256,ßæ
æ,267,ċ,6257,æċ
ċ,332,Ō,6258,ċŌ
Ō,2823,įĂ,6259,Ōį
įĂ,2686,ýĄ,6260,įĂý
ýĄ,6101,ýĀĀþ,6261,ýĄý
ýĀĀþ,2361,ÿāþþ,6262,ýĀĀþÿ
ÿāþþ,567,ÿĀÿÿÿ,6263,ÿāþþÿ
ÿĀÿÿÿ,5915,ýāĀü,6264,ÿĀÿÿÿý
ýāĀü,1848,āú,6265,ýāĀüā
āú,186,º,6266,āúº
º,194,Â,6267,ºÂ
Â,320,ŀ,6268,Âŀ
ŀ,2153,ĂĂþ,6269,ŀĂ
ĂĂþ,1052,ýāý,6270,ĂĂþý
ýāý,282,Ě,6271,ýāýĚ
Ě,4188,ĕý,6272,Ěĕ
ĕý,2531,ăþü,6273,ĕýă
ăþü,1152,Āā,6274,ăþüĀ
Āā,658,þĀý,6275,Āāþ
þĀý,5929,Ăýþ,6276,þĀýĂ
Ăýþ,232,è,6277,Ăýþè
è,215,×,6278,è×
×,238,î,6279,×î
î,247,÷,6280,î÷
÷,335,ŏ,6281,÷ŏ
ŏ,710,ÿā,6282,ŏÿ
ÿā,907,ąĂ,6283,ÿāą
ąĂ,3349,ăāă,6284,ąĂă
ăāă,4715,ăĀĀþ,6285,ăāăă
ăĀĀþ,5350,ÿĀĀÿÿ,6286,ăĀĀþÿ
ÿĀĀÿÿ,2981,ÿÿÿÿþĀ,6287,ÿĀĀÿÿÿ
ÿÿÿÿþĀ,2773,ÿÿÿÿÿþþ,6288,ÿÿÿÿþĀÿ
ÿÿÿÿÿþþ,1361,Āÿÿý,6289,ÿÿÿÿÿþþĀ
Āÿÿý,2831,ûûü,6290,Āÿÿýû
ûûü,1659,üû,6291,ûûüü
üû,5143,øý,6292,üûø
øý,252,ü,6293,øýü
ü,175,¯,6294,ü¯
¯,1229,Ēĉ,6295,¯Ē
Ēĉ,297,ĩ,6296,Ēĉĩ
ĩ,4188,ĕý,6297,ĩĕ
ĕý,1567,āü,6298,ĕýā
āü,4452,Ăüā,6299,āüĂ
Ăüā,5898,ÿþÿĀý,6300,Ăüāÿ
ÿþÿĀý,539,Āÿÿ,6301,ÿþÿĀýĀ
Āÿÿ,6189,×»,6302,Āÿÿ×
×»,342,Ŗ,6303,×»Ŗ
Ŗ,1724,ċć,6304,Ŗċ
ċć,1804,Ăă,6305,ċćĂ
Ăă,5252,ĄĄă,6306,ĂăĄ
ĄĄă,1333,Āÿÿÿÿÿþ,6307,ĄĄăĀ
Āÿÿÿÿÿþ,168,¨,6308,Āÿÿÿÿÿþ¨
¨,341,ŕ,6309,¨ŕ
ŕ,2774,þāþ,6310,ŕþ
þāþ,620,āÿ,6311,þāþā
āÿ,238,î,6312,āÿî
î,56,8,6313,î8
8,218,Ú,6314,8Ú
Ú,5609,þāý,6315,Úþ
þāý,643,ÿÿā,6316,þāýÿ
ÿÿā,1052,ýāý,6317,ÿÿāý
ýāý,360,Ũ,6318,ýāýŨ
Ũ,377,Ź,6319,ŨŹ
Ź,227,ã,6320,Źã
ã,203,Ë,6321,ãË
Ë,194,Â,6322,ËÂ
Â,174,®,6323,Â®
®,430,Ʈ,6324,®Ʈ
Ʈ,329,ŉ,6325,Ʈŉ
ŉ,755,øü,6326,ŉø
øü,1859,ú÷,6327,øüú
ú÷,756,üþ,6328,ú÷ü
üþ,202,Ê,6329,üþÊ
Ê,3752,Ýň,6330,ÊÝ
Ýň,273,đ,6331,Ýňđ
đ,6316,þāýÿ,6332,đþ
þāýÿ,993,Āÿþÿ,6333,þāýÿĀ
Āÿþÿ,2262,þĀÿþÿÿ,6334,Āÿþÿþ
þĀÿþÿÿ,1431,Āÿÿÿā,6335,þĀÿþÿÿĀ
Āÿÿÿā,705,ýÿÿ,6336,Āÿÿÿāý
ýÿÿ,813,ýĂ,6337,ýÿÿý
ýĂ,241,ñ,6338,ýĂñ
ñ,231,ç,6339,ñç
ç,255,ÿ,6340,çÿ
ÿ,3118,ÝÙ,6341,ÿÝ
ÝÙ,281,ę,6342,ÝÙę
ę,283,ě,6343,ęě
ě,248,ø,6344,ěø
ø,280,Ę,6345,øĘ
Ę,288,Ġ,6346,ĘĠ
Ġ,2861,ĉĂ,6347,Ġĉ
ĉĂ,247,÷,6348,ĉĂ÷
÷,3206,üþû,6349,÷ü
üþû,4655,þÿýû,6350,üþûþ
þÿýû,1260,üā,6351,þÿýûü
üā,2625,Ăþü,6352,üāĂ
Ăþü,1465,ýù,6353,Ăþüý
ýù,2827,þþüü,6354,ýùþ
þþüü,2942,ýúþ,6355,þþüüý
ýúþ,4280,þĀþÿþ,6356,ýúþþ
þĀþÿþ,3909,ÿÿāþ,6357,þĀþÿþÿ
ÿÿāþ,1399,ÿÿþÿý,6358,ÿÿāþÿ
ÿÿþÿý,643,ÿÿā,6359,ÿÿþÿýÿ
ÿÿā,1310,øĀ,6360,ÿÿāø
øĀ,1939,ăû,6361,øĀă
ăû,289,ġ,6362,ăûġ
ġ,4753,ēĀ,6363,ġē
ēĀ,1163,āāÿÿ,6364,ēĀā
āāÿÿ,235,ë,6365,āāÿÿë
ë,216,Ø,6366,ëØ
Ø,222,Þ,6367,ØÞ
Þ,4194,ßÿ,6368,Þß
ßÿ,331,ŋ,6369,ßÿŋ
ŋ,306,Ĳ,6370,ŋĲ
Ĳ,2041,ĆĂ,6371,ĲĆ
ĆĂ,3679,þþāþ,6372,ĆĂþ
þþāþ,6263,ÿāþþÿ,6373,þþāþÿ
ÿāþþÿ,1099,āþÿÿ,6374,ÿāþþÿā
āþÿÿ,739,þÿÿÿþ,6375,āþÿÿþ
þÿÿÿþ,238,î,6376,þÿÿÿþî
î,149,,6377,î
,279,ė,6378,ė
ė,292,Ĥ,6379,ėĤ
Ĥ,1567,āü,6380,Ĥā
āü,1117,Āú,6381,āüĀ
Āú,257,ā,6382,Āúā
ā,264,Ĉ,6383,āĈ
