w,k,Output,Index,Symbol
ùą,þ,4163,14248,ùąþ
þĂÿ,ý,1687,14249,þĂÿý
ýÿĂÿ,ÿ,13078,14250,ýÿĂÿÿ
ÿº,ĕ,8430,14251,ÿºĕ
ĕ,Į,277,14252,ĕĮ
Į,ù,302,14253,Įù
ùĀ,Ā,2424,14254,ùĀĀ
ĀĂÿþ,þ,2957,14255,ĀĂÿþþ
þÿÿĀþ,ÿ,6303,14256,þÿÿĀþÿ
ÿÿÿÿÿÿþÿÿÿÿÿÿÿÿ,ý,12285,14257,ÿÿÿÿÿÿþÿÿÿÿÿÿÿÿý
ýāÿĀÿÿ,ÿ,13170,14258,ýāÿĀÿÿÿ
ÿþāý,ā,3946,14259,ÿþāýā
āýĀ,Ă,2029,14260,āýĀĂ
ĂüĂ,÷,3405,14261,ĂüĂ÷
÷,Ð,247,14262,÷Ð
ÐÄ,ä,6037,14263,ÐÄä
äÿ,Ā,1876,14264,äÿĀ
ĀĄý,ÿ,3805,14265,ĀĄýÿ
ÿÿÿÿÿÿĀĀ,ā,8823,14266,ÿÿÿÿÿÿĀĀā
āýü,ÿ,9951,14267,āýüÿ
ÿĀü,ü,6698,14268,ÿĀüü
üü,ú,827,14269,üüú
úû,ø,5008,14270,úûø
øøõ,÷,6004,14271,øøõ÷
÷ý,Ć,7198,14272,÷ýĆ
Ć,ĝ,262,14273,Ćĝ
ĝ,Ņ,285,14274,ĝŅ
Ņ,Ĳ,325,14275,ŅĲ
Ĳû,Ă,6669,14276,ĲûĂ
Ă,ė,258,14277,Ăė
ė,ć,279,14278,ėć
ćÿÿ,þ,1184,14279,ćÿÿþ
þë,á,7117,14280,þëá
á,È,225,14281,áÈ
È,Ę,200,14282,ÈĘ
Ę,ħ,280,14283,Ęħ
ħ,Ĕ,295,14284,ħĔ
Ĕ,Ē,276,14285,ĔĒ
Ē,ù,274,14286,Ēù
ùù,ā,716,14287,ùùā
āúĄ,÷,11249,14288,āúĄ÷
÷þ,ÿ,1366,14289,÷þÿ
ÿûü,û,12986,14290,ÿûüû
ûþÿ,÷,13596,14291,ûþÿ÷
÷Ĉ,Ğ,3363,14292,÷ĈĞ
Ğÿ,÷,1346,14293,Ğÿ÷
÷Ăü,ą,3995,14294,÷Ăüą
ąû,ă,2355,14295,ąûă
ăÿþ,ÿ,1677,14296,ăÿþÿ
ÿþÿĀÿ,Ā,3452,14297,ÿþÿĀÿĀ
Āÿÿÿÿÿþÿÿÿÿ,ÿ,14228,14298,Āÿÿÿÿÿþÿÿÿÿÿ
ÿÿÿÿÿü,þ,1839,14299,ÿÿÿÿÿüþ
þĂü,Ć,11554,14300,þĂüĆ
Ćþ,Û,1525,14301,ĆþÛ
Û,Ò,219,14302,ÛÒ
Ò,Ň,210,14303,ÒŇ
Ň,ĉ,327,14304,Ňĉ
ĉÿÿÿÿÿ,ÿ,5188,14305,ĉÿÿÿÿÿÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþÿ,þ,2318,14306,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþÿþ
þĀĀÿÿ,ÿ,5848,14307,þĀĀÿÿÿ
ÿÿÿÿÿþÿÿÿ,Ā,9417,14308,ÿÿÿÿÿþÿÿÿĀ
Āÿÿþÿý,ÿ,13646,14309,Āÿÿþÿýÿ
ÿÿÿýĀ,Ă,1246,14310,ÿÿÿýĀĂ
Ăþā,ÿ,4992,14311,Ăþāÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,ü,704,14312,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿü
üÿāĀÿ,ÿ,691,14313,üÿāĀÿÿ
ÿÿÿÿþÿÿÿ,Ā,3692,14314,ÿÿÿÿþÿÿÿĀ
Āÿþ,ü,581,14315,Āÿþü
üăÿÿ,ý,3289,14316,üăÿÿý
ý,²,253,14317,ý²
²,Ĥ,178,14318,²Ĥ
Ĥ,ĩ,292,14319,Ĥĩ
ĩþ,û,5211,14320,ĩþû
ûĄý,ý,11423,14321,ûĄýý
ýă,ý,1193,14322,ýăý
ýāý,þ,2718,14323,ýāýþ
þÿÿÿÿÿÿÿÿÿÿÿÿ,ÿ,13290,14324,þÿÿÿÿÿÿÿÿÿÿÿÿÿ
ÿþÿÿÿÿ,Ā,2574,14325,ÿþÿÿÿÿĀ
ĀÿĀÿÿÿþ,ÿ,13797,14326,ĀÿĀÿÿÿþÿ
ÿþÿý,Ă,2972,14327,ÿþÿýĂ
ĂĂÿ,ã,4307,14328,ĂĂÿã
ã,Ð,227,14329,ãÐ
Ð,Ã,208,14330,ÐÃ
Ã,÷,195,14331,Ã÷
÷Ć,ý,6244,14332,÷Ćý
ýÿÿÿā,Ā,4864,14333,ýÿÿÿāĀ
Āýý,ā,2680,14334,Āýýā
āĂĀÿ,þ,12034,14335,āĂĀÿþ
þýü,þ,11566,14336,þýüþ
þüü,ù,2552,14337,þüüù
ùþ,ï,1036,14338,ùþï
ï,ý,239,14339,ïý
ýúø,Ā,6762,14340,ýúøĀ
Ā,Ę,256,14341,ĀĘ
Ę,ĳ,280,14342,Ęĳ
ĳ,Ń,307,14343,ĳŃ
Ń,ă,323,14344,Ńă
ăò,Ī,14123,14345,ăòĪ
Ī,Ă,298,14346,ĪĂ
Ăÿÿý,ü,1139,14347,Ăÿÿýü
üé,Ô,7748,14348,üéÔ
ÔÕ,Ō,13930,14349,ÔÕŌ
Ō,ā,332,14350,Ōā
ā,ę,257,14351,āę
ę,ü,281,14352,ęü
üĀ,û,806,14353,üĀû
ûýý,Ā,1504,14354,ûýýĀ
Āÿû,ù,2383,14355,Āÿûù
ùûÿ,ú,4018,14356,ùûÿú
úüĂ,÷,5404,14357,úüĂ÷
÷,Ī,247,14358,÷Ī
Ī,û,298,14359,Īû
ûĂü,ü,2031,14360,ûĂüü
üÿĂĀ,Ā,5996,14361,üÿĂĀĀ
Āÿþÿþ,ÿ,12081,14362,Āÿþÿþÿ
ÿĀÿĀÿÿ,ÿ,13878,14363,ÿĀÿĀÿÿÿ
ÿþÿÿÿ,Ā,2185,14364,ÿþÿÿÿĀ
ĀþýĀ,ā,2081,14365,ĀþýĀā
āþÿÿ,ÿ,3848,14366,āþÿÿÿ
ÿþĀāĀ,Û,11875,14367,ÿþĀāĀÛ
Û,Ë,219,14368,ÛË
Ë,Ņ,203,14369,ËŅ
Ņ,đ,325,14370,Ņđ
đÿÿÿÿÿ,ÿ,13187,14371,đÿÿÿÿÿÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþ,ÿ,1652,14372,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþÿ
ÿÿĀÿÿÿÿÿÿÿ,þ,4030,14373,ÿÿĀÿÿÿÿÿÿÿþ
þýþ,ý,567,14374,þýþý
ýÿĂ,ā,745,14375,ýÿĂā
āÿÿÿĀÿ,ÿ,10414,14376,āÿÿÿĀÿÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,ü,1021,14377,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿü
üÿāÿĀÿ,ÿ,12937,14378,üÿāÿĀÿÿ
ÿÿÿÿÿÿÿÿÿþ,ú,653,14379,ÿÿÿÿÿÿÿÿÿþú
úĂþ,ă,1820,14380,úĂþă
ăÿ,ï,811,14381,ăÿï
ï,¿,239,14382,ï¿
¿,Ĳ,191,14383,¿Ĳ
Ĳ,Ĝ,306,14384,ĲĜ
Ĝ,þ,284,14385,Ĝþ
þýĀ,ý,1067,14386,þýĀý
ýü,Ć,1584,14387,ýüĆ
Ćü,Ā,2258,14388,ĆüĀ
Āþÿÿÿÿÿ,ÿ,13587,14389,Āþÿÿÿÿÿÿ
ÿÿÿÿÿÿÿÿÿþÿÿÿ,Ā,4042,14390,ÿÿÿÿÿÿÿÿÿþÿÿÿĀ
ĀÿĀÿÿÿþÿ,þ,14326,14391,ĀÿĀÿÿÿþÿþ
þÿýā,ă,640,14392,þÿýāă
ăÿÿ,È,995,14393,ăÿÿÈ
È,Ò,200,14394,ÈÒ
Ò,Ö,210,14395,ÒÖ
Ö,ÿ,214,14396,Öÿ
ÿąā,ü,2468,14397,ÿąāü
üþþÿ,ā,2336,14398,üþþÿā
āĀ,û,561,14399,āĀû
ûĂÿ,ā,9213,14400,ûĂÿā
āÿýþ,ü,7112,14401,āÿýþü
üüü,ù,12806,14402,üüüù
ùùø,ü,5234,14403,ùùøü
ü÷ý,Ć,10798,14404,ü÷ýĆ
Ć,Ī,262,14405,ĆĪ
Ī,Ŋ,298,14406,ĪŊ
Ŋ,Ē,330,14407,ŊĒ
Ē,ó,274,14408,Ēó
ó,Ĝ,243,14409,óĜ
Ĝ,Đ,284,14410,ĜĐ
Đÿ,þ,1531,14411,Đÿþ
þûø,þ,2771,14412,þûøþ
þï,¸,10548,14413,þï¸
¸,đ,184,14414,¸đ
đ,Ĵ,273,14415,đĴ
Ĵ,Ă,308,14416,ĴĂ
Ă,Ė,258,14417,ĂĖ
Ė,ù,278,14418,Ėù
ùü,ù,6352,14419,ùüù
ùý,ÿ,2897,14420,ùýÿ
ÿĂþ,ú,12716,14421,ÿĂþú
úúă,ö,10145,14422,úúăö
öĂ,ø,1339,14423,öĂø
øõ,Ē,5639,14424,øõĒ
Ē,ě,274,14425,Ēě
ě,ü,283,14426,ěü
üÿ,û,597,14427,üÿû
ûþĀ,ă,7652,14428,ûþĀă
ăÿĀ,þ,2024,14429,ăÿĀþ
þÿÿþÿ,Ā,7349,14430,þÿÿþÿĀ
ĀÿĀÿÿÿþÿ,ÿ,14326,14431,ĀÿĀÿÿÿþÿÿ
ÿÿþĀĀ,ÿ,13586,14432,ÿÿþĀĀÿ
ÿÿþþĀ,Ă,2286,14433,ÿÿþþĀĂ
ĂÿþĀ,á,12011,14434,ĂÿþĀá
á,Ë,225,14435,áË
Ë,ĸ,203,14436,Ëĸ
ĸ,Ę,312,14437,ĸĘ
Ęÿ,þ,1903,14438,Ęÿþ
þÿĀÿÿÿÿÿÿÿ,ÿ,12332,14439,þÿĀÿÿÿÿÿÿÿÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿþÿÿ,Ā,12928,14440,ÿÿÿÿÿÿÿÿÿÿÿÿÿþÿÿĀ
Āÿÿÿÿÿÿÿþ,ý,620,14441,Āÿÿÿÿÿÿÿþý
ýþÿÿĀ,ā,6833,14442,ýþÿÿĀā
āĀÿÿÿÿÿÿÿÿÿÿÿ,ÿ,3989,14443,āĀÿÿÿÿÿÿÿÿÿÿÿÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþÿ,ÿ,2203,14444,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþÿÿ
ÿÿĀÿÿÿÿÿÿÿ,ÿ,4030,14445,ÿÿĀÿÿÿÿÿÿÿÿ
ÿÿÿþü,ý,3288,14446,ÿÿÿþüý
ýą,ÿ,767,14447,ýąÿ
ÿÿÿ,ß,514,14448,ÿÿÿß
ß,Ï,223,14449,ßÏ
Ï,Ĵ,207,14450,ÏĴ
Ĵ,Ě,308,14451,ĴĚ
Ěÿÿÿ,ü,5065,14452,Ěÿÿÿü
üýĄ,ü,4146,14453,üýĄü
üÿÿÿÿ,ÿ,12134,14454,üÿÿÿÿÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,Ā,572,14455,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿĀ
Āÿþÿÿÿ,þ,7240,14456,Āÿþÿÿÿþ
þÿÿÿþ,Ą,8023,14457,þÿÿÿþĄ
Ąÿí,Î,2168,14458,ĄÿíÎ
Î,Â,206,14459,ÎÂ
Âð,Ą,2026,14460,ÂðĄ
ĄĀý,Ă,8086,14461,ĄĀýĂ
Ăÿü,Ā,646,14462,ĂÿüĀ
ĀĂ,û,569,14463,ĀĂû
ûýÿ,ā,7891,14464,ûýÿā
āÿāý,þ,14049,14465,āÿāýþ
þüþ,û,1156,14466,þüþû
ûõ,ý,1787,14467,ûõý
ýù,ú,2841,14468,ýùú
úÿ,đ,1034,14469,úÿđ
đ,ń,273,14470,đń
ń,Ĵ,324,14471,ńĴ
Ĵ,ñ,308,14472,Ĵñ
ñ,č,241,14473,ñč
č,Ğ,269,14474,čĞ
Ğÿ,þ,1346,14475,Ğÿþ
þúý,û,10372,14476,þúýû
ûñ,Ü,713,14477,ûñÜ
Ü,Ð,220,14478,ÜÐ
Ð,ľ,208,14479,Ðľ
ľċ,ĉ,7029,14480,ľċĉ
ĉĐ,ù,12125,14481,ĉĐù
ùü,ü,6352,14482,ùüü
üýÿ,ÿ,10193,14483,üýÿÿ
ÿýýý,ý,9140,14484,ÿýýýý
ýþûú,õ,5007,14485,ýþûúõ
õ,ĩ,245,14486,õĩ
ĩą,ý,13872,14487,ĩąý
ýýý,Ā,1752,14488,ýýýĀ
ĀĀĀĀ,þ,7216,14489,ĀĀĀĀþ
þÿÿþÿ,ÿ,7349,14490,þÿÿþÿÿ
ÿĀÿÿÿÿÿÿÿÿÿÿ,Ā,1733,14491,ÿĀÿÿÿÿÿÿÿÿÿÿĀ
ĀĀþÿ,Ā,3867,14492,ĀĀþÿĀ
ĀÿĀÿÿÿ,å,9392,14493,ĀÿĀÿÿÿå
å,Ä,229,14494,åÄ
Ä,ĳ,196,14495,Äĳ
ĳĠ,ÿ,3286,14496,ĳĠÿ
ÿÿþÿÿÿÿĀ,ÿ,4233,14497,ÿÿþÿÿÿÿĀÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþÿ,ÿ,2318,14498,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþÿÿ
ÿÿĀÿÿÿÿÿÿÿÿ,ÿ,14445,14499,ÿÿĀÿÿÿÿÿÿÿÿÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþý,ÿ,1128,14500,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþýÿ
ÿāĀÿÿÿÿ,ÿ,13269,14501,ÿāĀÿÿÿÿÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþ,ÿ,751,14502,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþÿ
ÿÿĀÿÿÿÿÿÿÿÿÿ,ÿ,14499,14503,ÿÿĀÿÿÿÿÿÿÿÿÿÿ
ÿþûÿ,Ą,7649,14504,ÿþûÿĄ
Ąÿü,Ă,3206,14505,ĄÿüĂ
Ăÿ,Ü,570,14506,ĂÿÜ
Ü,Î,220,14507,ÜÎ
Î,ļ,206,14508,Îļ
ļĖ,ÿ,12165,14509,ļĖÿ
ÿüĂý,ü,5899,14510,ÿüĂýü
üāÿÿ,ÿ,13147,14511,üāÿÿÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,Ā,574,14512,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿĀ
Āÿþÿÿÿþ,ÿ,14456,14513,Āÿþÿÿÿþÿ
ÿÿÿý,Ă,972,14514,ÿÿÿýĂ
ĂĂÿ,Õ,4307,14515,ĂĂÿÕ
Õ,Ò,213,14516,ÕÒ
Ò,Ê,210,14517,ÒÊ
Êā,ÿ,11437,14518,Êāÿ
ÿþĀāÿ,ü,8583,14519,ÿþĀāÿü
üĀĀ,û,2242,14520,üĀĀû
ûÿĀ,Ā,5218,14521,ûÿĀĀ
Āÿÿÿþýÿ,õ,6967,14522,Āÿÿÿþýÿõ
õù,ú,6043,14523,õùú
úþĀ,ģ,7102,14524,úþĀģ
ģ,Ő,291,14525,ģŐ
Ő,ĉ,336,14526,Őĉ
ĉö,Ĭ,2146,14527,ĉöĬ
Ĭÿû,û,12628,14528,Ĭÿûû
ûù,÷,2470,14529,ûù÷
÷ù,û,3457,14530,÷ùû
û,Ë,251,14531,ûË
Ëö,ļ,9117,14532,Ëöļ
ļ,Ă,316,14533,ļĂ
Ăþ,Đ,1070,14534,ĂþĐ
Đ,ü,272,14535,Đü
üýý,ü,4511,14536,üýýü
üĀÿ,þ,8808,14537,üĀÿþ
þĂý,ö,3853,14538,þĂýö
öĀ,ú,12580,14539,öĀú
úô,Đ,4933,14540,úôĐ
ĐĜ,ý,11131,14541,ĐĜý
ýýþĀ,ā,8825,14542,ýýþĀā
āĀÿþþ,ÿ,4554,14543,āĀÿþþÿ
ÿþÿÿÿĀ,ÿ,14364,14544,ÿþÿÿÿĀÿ
ÿÿÿÿÿÿÿÿÿĀ,ý,9867,14545,ÿÿÿÿÿÿÿÿÿĀý
ýĀĀÿÿÿ,Ā,9756,14546,ýĀĀÿÿÿĀ
ĀĀÿ,ë,1502,14547,ĀĀÿë
ëÁ,ī,1572,14548,ëÁī
ī,ĥ,299,14549,īĥ
ĥÿ,ÿ,3186,14550,ĥÿÿ
ÿÿÿþý,ü,559,14551,ÿÿÿþýü
üā,Ă,785,14552,üāĂ
ĂĀÿÿÿÿÿÿÿÿÿ,ÿ,14172,14553,ĂĀÿÿÿÿÿÿÿÿÿÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþ,ý,1836,14554,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþý
ýþĀ,ā,3556,14555,ýþĀā
āĀÿÿÿÿÿÿÿÿÿÿÿÿ,ÿ,14443,14556,āĀÿÿÿÿÿÿÿÿÿÿÿÿÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþ,ÿ,1051,14557,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþÿ
ÿÿĀÿÿÿÿÿÿÿþ,û,14373,14558,ÿÿĀÿÿÿÿÿÿÿþû
ûĀāā,ÿ,12519,14559,ûĀāāÿ
ÿÿÿÿ,Ù,515,14560,ÿÿÿÿÙ
Ù,Ï,217,14561,ÙÏ
Ï,Ľ,207,14562,ÏĽ
Ľ,ė,317,14563,Ľė
ėþ,Ā,4872,14564,ėþĀ
Āüý,ā,13957,14565,Āüýā
āÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿĀ,ÿ,13908,14566,āÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿĀÿ
ÿÿÿþÿÿÿÿÿÿÿÿ,ÿ,12992,14567,ÿÿÿþÿÿÿÿÿÿÿÿÿ
ÿÿþþ,ý,1688,14568,ÿÿþþý
ýĆÿ,ö,10777,14569,ýĆÿö
ö,Õ,246,14570,öÕ
Õ,Â,213,14571,ÕÂ
Â,ä,194,14572,Âä
ä,Ą,228,14573,äĄ
Ąþû,þ,5655,14574,Ąþûþ
þăÿ,ý,3176,14575,þăÿý
ýāü,ā,977,14576,ýāüā
āĀÿÿÿÿ,ā,687,14577,āĀÿÿÿÿā
āþþ,õ,3098,14578,āþþõ
õø,ü,1706,14579,õøü
üĀă,Ļ,7549,14580,üĀăĻ
Ļ,ļ,315,14581,Ļļ
ļ,ý,316,14582,ļý
ýĊ,Ĕ,3354,14583,ýĊĔ
Ĕÿ,ú,1097,14584,Ĕÿú
ú÷,ö,1227,14585,ú÷ö
öû,ö,2308,14586,öûö
ö,í,246,14587,öí
í,È,237,14588,íÈ
È,ı,200,14589,Èı
ı,Ğ,305,14590,ıĞ
Ğ,Ą,286,14591,ĞĄ
Ąú,Ĉ,2334,14592,ĄúĈ
Ĉ,ú,264,14593,Ĉú
úþý,ÿ,13110,14594,úþýÿ
ÿÿĂĀ,ā,7539,14595,ÿÿĂĀā
ā÷,Ă,2511,14596,ā÷Ă
Ăó,ý,3624,14597,Ăóý
ýü,Ħ,1584,14598,ýüĦ
Ħ,Ă,294,14599,ĦĂ
Ăù,Ā,2808,14600,ĂùĀ
ĀĀāĀ,þ,7653,14601,ĀĀāĀþ
þÿÿþþÿ,ÿ,8487,14602,þÿÿþþÿÿ
ÿĀÿĀÿþ,ÿ,10139,14603,ÿĀÿĀÿþÿ
ÿÿÿÿÿÿÿþý,Ă,674,14604,ÿÿÿÿÿÿÿþýĂ
ĂĂÿ,þ,4307,14605,ĂĂÿþ
þĀþĀ,ã,999,14606,þĀþĀã
ã,Ç,227,14607,ãÇ
Ç,Į,199,14608,ÇĮ
ĮĤ,ÿ,4598,14609,ĮĤÿ
ÿÿÿÿÿþ,ú,550,14610,ÿÿÿÿÿþú
úþĀ,ą,7102,14611,úþĀą
ąÿÿÿÿÿÿÿ,ÿ,7897,14612,ąÿÿÿÿÿÿÿÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþ,ý,14178,14613,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþý
ýÿāĀÿÿ,ÿ,11095,14614,ýÿāĀÿÿÿ
ÿÿÿÿÿþÿý,ā,5054,14615,ÿÿÿÿÿþÿýā
āĀÿÿÿÿÿÿÿÿÿÿÿÿÿ,ÿ,14556,14616,āĀÿÿÿÿÿÿÿÿÿÿÿÿÿÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþÿ,ÿ,14557,14617,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþÿÿ
ÿÿĀÿÿÿÿÿÿ,þ,2534,14618,ÿÿĀÿÿÿÿÿÿþ
þÿýĂ,þ,2751,14619,þÿýĂþ
þĀÿ,ø,533,14620,þĀÿø
øĆÿ,Ù,3080,14621,øĆÿÙ
ÙÑĻ,ė,3971,14622,ÙÑĻė
ėÿû,ă,14144,14623,ėÿûă
ăüÿ,ÿ,6175,14624,ăüÿÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿĀ,ÿ,11533,14625,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿĀÿ
ÿÿÿþÿÿÿÿÿÿÿÿÿ,ÿ,14567,14626,ÿÿÿþÿÿÿÿÿÿÿÿÿÿ
ÿþýÿ,ā,2218,14627,ÿþýÿā
āăÿ,ç,1566,14628,āăÿç
ç,Ñ,231,14629,çÑ
Ñ,Å,209,14630,ÑÅ
Å,ï,197,14631,Åï
ïć,Ā,4495,14632,ïćĀ
ĀûĀ,ā,10662,14633,ĀûĀā
āþþĀĀ,ā,10511,14634,āþþĀĀā
āÿý,ÿ,2281,14635,āÿýÿ
ÿāĀ,ā,1159,14636,ÿāĀā
āø,ú,10631,14637,āøú
úù,ÿ,3359,14638,úùÿ
ÿĀ,Ĕ,548,14639,ÿĀĔ
Ĕ,ņ,276,14640,Ĕņ
ņė,ā,6148,14641,ņėā
ā,ĝ,257,14642,āĝ
ĝÿþ,÷,2016,14643,ĝÿþ÷
÷ö,ó,6354,14644,÷öó
óý,ā,3858,14645,óýā
ā,Þ,257,14646,āÞ
Þ,Ú,222,14647,ÞÚ
Ú,ľ,218,14648,Úľ
ľ,Ć,318,14649,ľĆ
Ćÿ,ą,733,14650,Ćÿą
ąþÿĀ,ÿ,11981,14651,ąþÿĀÿ
ÿþÿÿ,ă,2133,14652,ÿþÿÿă
ăýü,û,3784,14653,ăýüû
ûõ,õ,1787,14654,ûõõ
õ,ġ,245,14655,õġ
ġ,ď,289,14656,ġď
ďü,ý,11473,14657,ďüý
ýÿāĀĀ,þ,11633,14658,ýÿāĀĀþ
þþĀþ,þ,10509,14659,þþĀþþ
þÿÿĀÿĀ,ÿ,10226,14660,þÿÿĀÿĀÿ
ÿþÿÿÿÿÿÿÿÿ,þ,13669,14661,ÿþÿÿÿÿÿÿÿÿþ
þĂÿÿ,Ā,5172,14662,þĂÿÿĀ
Āÿþ,Û,581,14663,ĀÿþÛ
ÛÎ,Į,7489,14664,ÛÎĮ
Į,Ħ,302,14665,ĮĦ
Ħÿÿ,ü,6359,14666,Ħÿÿü
üāĀÿ,þ,4057,14667,üāĀÿþ
þúÿā,ă,12514,14668,þúÿāă
ăÿÿÿÿÿÿÿÿÿ,ÿ,13353,14669,ăÿÿÿÿÿÿÿÿÿÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþÿ,ÿ,1650,14670,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþÿÿ
ÿĀÿÿÿÿþ,ý,5279,14671,ÿĀÿÿÿÿþý
ýÿÿāÿĀ,ÿ,10136,14672,ýÿÿāÿĀÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþÿ,ý,1679,14673,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþÿý
ýÿāÿÿ,ÿ,1860,14674,ýÿāÿÿÿ
ÿĀþÿÿ,Ā,8520,14675,ÿĀþÿÿĀ
Āÿÿþý,þ,11442,14676,Āÿÿþýþ
þĂĀÿÿ,Ý,6429,14677,þĂĀÿÿÝ
Ý,Ï,221,14678,ÝÏ
Ïļ,Ĕ,8616,14679,ÏļĔ
Ĕ,þ,276,14680,Ĕþ
þýÿÿÿ,ÿ,11659,14681,þýÿÿÿÿ
ÿÿÿÿÿÿÿÿÿÿÿÿÿĀ,ā,9525,14682,ÿÿÿÿÿÿÿÿÿÿÿÿÿĀā
āýÿþ,ÿ,13672,14683,āýÿþÿ
ÿþÿÿÿĀÿ,Ā,14544,14684,ÿþÿÿÿĀÿĀ
Āÿÿýý,ú,2462,14685,Āÿÿýýú
úć,Ă,1386,14686,úćĂ
Ăÿÿ,Ø,599,14687,ĂÿÿØ
Ø,Ð,216,14688,ØÐ
ÐÍ,ý,7258,14689,ÐÍý
ýāĀ,û,606,14690,ýāĀû
ûÿĂ,û,7165,14691,ûÿĂû
ûĀÿ,ā,3234,14692,ûĀÿā
āĀþĀ,ā,1939,14693,āĀþĀā
āÿā,ø,1079,14694,āÿāø
øûû,ā,7888,14695,øûûā
āĄ,į,1082,14696,āĄį
į,Ĺ,303,14697,įĹ
Ĺ,ý,313,14698,Ĺý
ýĈ,Ě,2438,14699,ýĈĚ
Ě,û,282,14700,Ěû
ûû,ô,1141,14701,ûûô
ôÿ,õ,2275,14702,ôÿõ
õþ,Ą,4260,14703,õþĄ
Ą,ù,260,14704,Ąù
ùö,č,2842,14705,ùöč
čü,ă,12524,14706,čüă
ăĀýĀ,ÿ,8145,14707,ăĀýĀÿ
ÿāý,ý,4251,14708,ÿāýý
ýþā,ā,2510,14709,ýþāā
āþ,ó,1006,14710,āþó
ó,ú,243,14711,óú
úý,ī,718,14712,úýī
īÿ,ÿ,1894,14713,īÿÿ
ÿüþā,ā,4158,14714,ÿüþāā
āÿýþ,Ā,7112,14715,āÿýþĀ
Āþþÿÿ,Ā,9354,14716,ĀþþÿÿĀ
ĀÿĀÿþ,ÿ,8022,14717,ĀÿĀÿþÿ
ÿþÿÿÿĀÿ,ā,14544,14718,ÿþÿÿÿĀÿā
āþĀý,ā,8613,14719,āþĀýā
